id_studente,id_classe,nome,cognome,sesso,cittadinanza
STU2713,CSSL08101A_0004,Luciana,Ortese,F,NON_ITA
STU2714,CSSL08101A_0004,Elisa,Scalfaro,F,ITA
STU2715,CSSL08101A_0004,Serafina,Pavanello,F,ITA
STU2716,CSSL08101A_0004,Eliana,Ceravolo,F,ITA
STU2717,CSSL08101A_0004,Vittoria,Bruscantini,F,ITA
STU2718,CSSL08101A_0004,Raffaele,Carriera,M,ITA
STU2719,CSSL08101A_0004,Lauretta,Sanguineti,F,ITA
STU2720,CSSL08101A_0004,Gelsomina,Niscoromni,F,ITA
STU2721,CSSL08101A_0004,Ricciotti,Cociarelli,M,ITA
STU2722,CSSL08101A_0004,Berenice,Ioppi,F,ITA
STU2723,CSSL08101A_0004,Gianpietro,Giannotti,M,ITA
STU2724,CSSL08101A_0004,Tullio,Carducci,M,ITA
STU2725,CSSL08101A_0005,Marta,Canetta,F,ITA
STU2726,CSSL08101A_0005,Lisa,Cuda,F,ITA
STU2727,CSSL08101A_0005,Atenulf,Sbarbaro,M,NON_ITA
STU2728,CSSL08101A_0005,Fiamma,Antonetti,F,ITA
STU2729,CSSL08101A_0005,Erika,Pasolini,F,ITA
STU2730,CSSL08101A_0005,Donna,Pratesi,F,ITA
STU2731,CSSL08101A_0005,Annamaria,Combi,F,ITA
STU2732,CSSL08101A_0005,Michela,Leblanc,F,ITA
STU2733,CSSL08101A_0005,Maura,Magnani,F,ITA
STU2734,CSSL08101A_0005,Vanessa,Botticelli,F,ITA
STU2735,CSSL08101A_0005,Lauretta,Udinesi,F,ITA
STU2736,CSSL08101A_0005,Lodovico,Piacentini,M,ITA
STU2737,CSSL08101A_0005,Fernanda,Armellini,F,ITA
STU2738,CSSL08101A_0005,Lidia,Bonaventura,F,ITA
STU2739,CSSL08101A_0005,Giorgio,Innocenti,M,ITA
STU2740,CSSL08101A_0005,Milena,Bongiorno,F,ITA
STU2741,CSSL08101A_0005,Nedda,Trentin,F,NON_ITA
STU2742,CSSL08101A_0005,Ermanno,Bignami,M,ITA
STU2743,CSSL08101A_0006,Ermenegildo,Gaito,M,NON_ITA
STU2744,CSSL08101A_0006,Carla,Manolesso,F,ITA
STU2745,CSSL08101A_0006,Pierina,Pininfarina,F,ITA
STU2746,CSSL08101A_0006,Amedeo,Donini,M,ITA
STU2747,CSSL08101A_0006,Cecilia,Mozart,F,ITA
STU2748,CSSL08101A_0006,Donatella,Armani,F,ITA
STU2749,CSSL08101A_0006,Valentina,Calbo,F,ITA
STU2750,CSSL08101A_0006,Rosario,Seddio,M,ITA
STU2751,CSSL08101A_0006,Rita,Pergolesi,F,ITA
STU2752,CSSL08101A_0006,Griselda,Zoppetto,F,NON_ITA
STU2753,CSSL08101A_0006,Adriana,Zarlino,F,ITA
STU2754,CSSL08101A_0006,Angelica,Pisano,F,ITA
STU2755,CSSL08101A_0006,Maria,Tanzini,F,ITA
STU2756,CSSL08101A_0006,Biagio,Lucchesi,M,ITA
STU2757,CSSL08101A_0006,Beatrice,Asmundo,F,ITA
STU2758,CSSL08101A_0006,Laura,Fusani,F,ITA
STU2759,CSSL08101A_0006,Isabella,Regge,F,ITA
STU2760,CSSL08101A_0007,Zaira,Ferragni,F,NON_ITA
STU2761,CSSL08101A_0007,Graziella,Ricci,F,ITA
STU2762,CSSL08101A_0007,Filippa,Casarin,F,ITA
STU2763,CSSL08101A_0007,Gabriella,Amato,F,ITA
STU2764,CSSL08101A_0007,Fortunata,Pagnotto,F,ITA
STU2765,CSSL08101A_0007,Guarino,Leopardi,M,ITA
STU2766,CSSL08101A_0007,Michela,Montalti,F,ITA
STU2767,CSSL08101A_0007,Antonia,Falloppio,F,ITA
STU2768,CSSL08101A_0007,Imelda,Telesio,F,ITA
STU2769,CSSL08101A_0007,Ciro,Marinetti,M,ITA
STU2770,CSSL08101A_0008,Fabia,Nicolucci,F,ITA
STU2771,CSSL08101A_0008,Teresa,Sobrero,F,NON_ITA
STU2772,CSSL08101A_0008,Fortunata,Cipolla,F,ITA
STU2773,CSSL08101A_0008,Rosina,Bignami,F,ITA
STU2774,CSSL08101A_0008,Serena,Dulbecco,F,ITA
STU2775,CSSL08101A_0008,Fernanda,Pacetti,F,ITA
STU2776,CSSL08101A_0008,Elena,Mazzi,F,ITA
STU2777,CSSL08101A_0008,Amanda,Boccherini,F,ITA
STU2778,CSSL08101A_0008,Rosina,Palmisano,F,ITA
STU2779,CSSL08101A_0008,Guido,Berlusconi,M,ITA
STU2780,CSSL08101A_0008,Nina,Borroni,F,NON_ITA
STU2781,CSSL08101A_0008,Annunziata,Pulci,F,ITA
STU2782,CSSL08101A_0008,Rosaria,Gangemi,F,ITA
STU2783,CSSL08101A_0008,Ennio,Pepe,M,ITA
STU2784,CSSL08101A_0008,Beatrice,Ricciardi,F,ITA
STU2785,CSSL08101A_0008,Lidia,Scotto,F,ITA
STU2786,CSSL08101A_0008,Pasquale,Abatantuono,M,ITA
STU2787,CSSL08101A_0008,Gustavo,Grassi,M,ITA
STU2788,CSSL08101A_0009,Annetta,Necci,F,ITA
STU2789,CSSL08101A_0009,Anita,Giorgetti,F,ITA
STU2790,CSSL08101A_0009,Luigina,Morandi,F,ITA
STU2791,CSSL08101A_0009,Maria,Orsini,F,NON_ITA
STU2792,CSSL08101A_0009,Giuseppina,Benussi,F,ITA
STU2793,CSSL08101A_0009,Dina,Sagese,F,ITA
STU2794,CSSL08101A_0009,Ludovico,Nievo,M,ITA
STU2795,CSSL08101A_0009,Claudia,Rienzo,F,ITA
STU2796,CSSL08101A_0009,Gianluca,Scalfaro,M,ITA
STU2797,CSSL08101A_0009,Olga,Segrè,F,ITA
STU2798,CSSL08101A_0009,Vincenza,Barsanti,F,ITA
STU2799,CSSL08101A_0009,Antonia,Binaghi,F,ITA
STU2800,CSSL08101A_0009,Adele,Zamorani,F,ITA
STU2801,CSSL08101A_0009,Rosa,Turrini,F,ITA
STU2802,CSSL08101A_0009,Gianna,Zanazzo,F,ITA
STU2803,CSSL08101A_0009,Nico,Bazzi,M,NON_ITA
STU2804,CSSL08101A_0009,Graziano,Montanari,M,ITA
STU2805,CSSL08101A_0009,Giuseppina,Mondaini,F,ITA
STU2806,CSSL08101A_0010,Annetta,Pepe,F,ITA
STU2807,CSSL08101A_0010,Daria,Cipolla,F,NON_ITA
STU2808,CSSL08101A_0010,Alessia,Scaduto,F,ITA
STU2809,CSSL08101A_0010,Teresa,Pasqua,F,ITA
STU2810,CSSL08101A_0010,Giampaolo,Agazzi,M,ITA
STU2811,CSSL08101A_0010,Liliana,Giannone,F,ITA
STU2812,CSSL08101A_0010,Massimiliano,Dovara,M,ITA
STU2813,CSSL08101A_0010,Renata,Carpaccio,F,ITA
STU2814,CSSL08101A_0011,Dario,Contrafatto,M,ITA
STU2815,CSSL08101A_0011,Tina,Luria,F,ITA
STU2816,CSSL08101A_0011,Lara,Cuomo,F,ITA
STU2817,CSSL08101A_0011,Silvia,Sgarbi,F,ITA
STU2818,CSSL08101A_0011,Elisa,Tognazzi,F,ITA
STU2819,CSSL08101A_0011,Elisa,Druso,F,ITA
STU2820,CSSL08101A_0011,Sandra,Tanzini,F,ITA
STU2821,CSSL08101A_0011,Carla,Montanelli,F,NON_ITA
STU2822,CSSL08101A_0011,Marco,Paolucci,M,NON_ITA
STU2823,CSSL08101A_0011,Lilla,Marzorati,F,ITA
STU2824,CSSL08101A_0011,Rosalia,Chiappetta,F,ITA
STU2825,CSSL08101A_0011,Silvio,Capuana,M,ITA
STU2826,CSSL08101A_0011,Melissa,Pincherle,F,ITA
STU2827,CSSL08101A_0011,Etta,Faggiani,F,ITA
STU2828,CSSL08101A_0012,Fiorino,Ioppi,M,ITA
STU2829,CSSL08101A_0012,Melania,Cavanna,F,ITA
STU2830,CSSL08101A_0012,Melania,Nicolucci,F,ITA
STU2831,CSSL08101A_0012,Calcedonio,Mondadori,M,ITA
STU2832,CSSL08101A_0012,Bettina,Legnante,F,ITA
STU2833,CSSL08101A_0012,Annamaria,Cuzzocrea,F,ITA
STU2834,CSSL08101A_0012,Mattia,Mancini,M,ITA
STU2835,CSSL08101A_0012,Barbara,Barese,F,ITA
STU2836,CSSL08101A_0012,Tiziana,Baglioni,F,ITA
STU2837,CSSL08101A_0012,Giulietta,Treccani,F,ITA
STU2838,CSSL08101A_0012,Ramona,Donarelli,F,ITA
STU2839,CSSL08101A_0012,Annetta,Donà,F,ITA
STU2840,CSSL08101A_0012,Dina,Panatta,F,NON_ITA
STU2841,CSSL08101A_0012,Diana,Mondadori,F,ITA
STU2842,CSSL08101A_0012,Ramona,Saffi,F,ITA
STU2843,CSSL08101A_0012,Milo,Marrone,M,ITA
STU2844,CSSL08101A_0012,Germana,Turchetta,F,NON_ITA
STU2845,CSSL08101A_0013,Fabia,Tomei,F,ITA
STU2846,CSSL08101A_0013,Chiara,Nitti,F,ITA
STU2847,CSSL08101A_0013,Melissa,Magrassi,F,ITA
STU2848,CSSL08101A_0013,Angelo,Aloisio,M,ITA
STU2849,CSSL08101A_0013,Vittoria,Cabibbo,F,ITA
STU2850,CSSL08101A_0013,Melania,Zarlino,F,ITA
STU2851,CSSL08101A_0013,Ivo,Niscoromni,M,ITA
STU2852,CSSL08101A_0013,Graziella,Metella,F,ITA
STU2853,CSSL08101A_0013,Cassandra,Gatto,F,ITA
STU2854,CSSL08101A_0013,Concetta,Gargallo,F,NON_ITA
STU2855,CSSL08101A_0013,Fabrizia,Micca,F,ITA
STU2856,CSSL08101A_0013,Rosa,Asmundo,F,ITA
STU2857,CSSL08101A_0013,Mercedes,Bellucci,F,ITA
STU2858,CSSL08101A_0013,Licia,Cannizzaro,F,ITA
STU2859,CSSL08101A_0013,Paolo,Florio,M,NON_ITA
STU2860,CSSL08101A_0013,Alessio,Rismondo,M,ITA
STU2861,CSSL08101A_0014,Stefani,Strangio,F,ITA
STU2862,CSSL08101A_0014,Massimo,Guarneri,M,ITA
STU2863,CSSL08101A_0014,Gabriella,Trotta,F,ITA
STU2864,CSSL08101A_0014,Lisa,Bottaro,F,ITA
STU2865,CSSL08101A_0014,Fortunata,Redi,F,ITA
STU2866,CSSL08101A_0014,Maura,Malacarne,F,NON_ITA
STU2867,CSSL08101A_0014,Vito,Ziani,M,ITA
STU2868,CSSL08101A_0014,Dina,Brunello,F,ITA
STU2869,CSSL08101A_0014,Lorenzo,Moneta,M,ITA
STU2870,CSSL08101A_0014,Giampaolo,Pulci,M,ITA
STU2871,CSSL08101A_0014,Graziella,Golgi,F,ITA
STU2872,CSSL08101A_0014,Allegra,Franzese,F,ITA
STU2873,CSSL08101A_0014,Paulina,Greggio,F,ITA
STU2874,CSSL08101A_0014,Sandra,Gravina,F,NON_ITA
STU2875,CSSL08101A_0014,Rita,Barcella,F,ITA
STU2876,CSSL08101A_0014,Laura,Antonelli,F,ITA
STU2877,CSSL08101A_0015,Rosa,Casaleggio,F,ITA
STU2878,CSSL08101A_0015,Annalisa,Mantegazza,F,ITA
STU2879,CSSL08101A_0015,Elena,Buonauro,F,ITA
STU2880,CSSL08101A_0015,Luigina,Iannucci,F,ITA
STU2881,CSSL08101A_0015,Letizia,Carriera,F,ITA
STU2882,CSSL08101A_0015,Bettina,Barozzi,F,ITA
STU2883,CSSL08101A_0015,Martina,Trevisani,F,ITA
STU2884,CSSL08101A_0015,Toni,Righi,M,ITA
STU2885,CSSL08101A_0015,Marisa,Sbarbaro,F,ITA
STU2886,CSSL08101A_0015,Rodolfo,Gozzi,M,ITA
STU2887,CSSL08101A_0015,Ubaldo,Iacobucci,M,ITA
STU2888,CSSL08101A_0015,Caterina,Paoletti,F,ITA
STU2889,CSSL08101A_0015,Pina,Roncalli,F,ITA
STU2890,CSSL08101A_0015,Ivan,Cicala,M,ITA
STU2891,CSSL08101A_0015,Antonio,Comolli,M,ITA
STU2892,CSSL08101A_0015,Priscilla,Garrone,F,NON_ITA
STU2893,CSSL08101A_0015,Virginia,Monduzzi,F,ITA
STU2894,CSSL08101A_0015,Margherita,Emo,F,ITA
STU2895,CSSL08101A_0015,Paloma,Cutuli,F,NON_ITA
STU2896,CSTN02801A_0001,Augusto,Grasso,M,ITA
STU2897,CSTN02801A_0001,Ezio,Valier,M,ITA
STU2898,CSTN02801A_0001,Angelo,Malacarne,M,ITA
STU2899,CSTN02801A_0001,Flavia,Bajardi,F,ITA
STU2900,CSTN02801A_0001,Fabrizia,Pizzo,F,ITA
STU2901,CSTN02801A_0001,Simone,Rizzoli,M,ITA
STU2902,CSTN02801A_0001,Amadeo,Alfieri,M,ITA
STU2903,CSTN02801A_0001,Achille,Bocelli,M,ITA
STU2904,CSTN02801A_0001,Camillo,Filippini,M,ITA
STU2905,CSTN02801A_0001,Marisa,Giovine,F,NON_ITA
STU2906,CSTN02801A_0001,Simonetta,Randazzo,F,ITA
STU2907,CSTN02801A_0001,Rosalia,Roccabonella,F,ITA
STU2908,CSTN02801A_0001,Bettina,Rosmini,F,ITA
STU2909,CSTN02801A_0001,Gianluca,Mengolo,M,ITA
STU2910,CSTN02801A_0001,Greco,Corbo,M,ITA
STU2911,CSTN02801A_0001,Daria,Boccherini,F,ITA
STU2912,CSTN02801A_0001,Ennio,Borromini,M,ITA
STU2913,CSTN02801A_0002,Mercedes,Boiardo,F,ITA
STU2914,CSTN02801A_0002,Allegra,Pedroni,F,ITA
STU2915,CSTN02801A_0002,Eugenia,Folliero,F,ITA
STU2916,CSTN02801A_0002,Silvia,Boito,F,NON_ITA
STU2917,CSTN02801A_0002,Milo,Vigorelli,M,ITA
STU2918,CSTN02801A_0002,Umberto,Giannini,M,ITA
STU2919,CSTN02801A_0002,Marcantonio,Gioberti,M,ITA
STU2920,CSTN02801A_0002,Gelsomina,Biagi,F,ITA
STU2921,CSTN02801A_0002,Giancarlo,Villarosa,M,ITA
STU2922,CSTN02801A_0002,Cesare,Segni,M,ITA
STU2923,CSTN02801A_0002,Alphons,Strangio,M,ITA
STU2924,CSTN02801A_0002,Coluccio,Castelli,M,ITA
STU2925,CSTN02801A_0002,Viridiana,Marenzio,F,ITA
STU2926,CSTN02801A_0003,Arnaldo,Bramante,M,ITA
STU2927,CSTN02801A_0003,Vanessa,Raimondi,F,ITA
STU2928,CSTN02801A_0003,Luciana,Pedroni,F,ITA
STU2929,CSTN02801A_0003,Maurizio,Casagrande,M,ITA
STU2930,CSTN02801A_0003,Stefania,Argento,F,ITA
STU2931,CSTN02801A_0003,Gelsomina,Lippomano,F,ITA
STU2932,CSTN02801A_0003,Achille,Almagià,M,ITA
STU2933,CSTN02801A_0003,Liberto,Serraglio,M,NON_ITA
STU2934,CSTN02801A_0003,Puccio,Sordi,M,ITA
STU2935,CSTN02801A_0003,Alberico,Battisti,M,ITA
STU2936,CSTN02801A_0003,Maura,Orlando,F,ITA
STU2937,CSTN02801A_0003,Mattia,Interminei,M,ITA
STU2938,CSTN02801A_0004,Clelia,Barracco,F,ITA
STU2939,CSTN02801A_0004,Romolo,Tassoni,M,ITA
STU2940,CSTN02801A_0004,Graziano,Cimini,M,ITA
STU2941,CSTN02801A_0004,Luisa,Gadda,F,ITA
STU2942,CSTN02801A_0004,Rosaria,Pagliaro,F,ITA
STU2943,CSTN02801A_0004,Greca,Serao,F,ITA
STU2944,CSTN02801A_0004,Delfino,Belletini,M,NON_ITA
STU2945,CSTN02801A_0004,Benvenuto,Iannotti,M,ITA
STU2946,CSTN02801A_0004,Guido,Baroffio,M,ITA
STU2947,CSTN02801A_0004,Temistocle,Schiavo,M,ITA
STU2948,CSTN02801A_0004,Allegra,Righi,F,ITA
STU2949,CSTN02801A_0004,Tonia,Luxardo,F,ITA
STU2950,CSTN02801A_0004,Mirco,Udinesi,M,ITA
STU2951,CSTN02801A_0005,Gastone,Togliatti,M,ITA
STU2952,CSTN02801A_0005,Renzo,Salandra,M,ITA
STU2953,CSTN02801A_0005,Adele,Costalonga,F,ITA
STU2954,CSTN02801A_0005,Bianca,Bruno,F,ITA
STU2955,CSTN02801A_0005,Irma,Niscoromni,F,ITA
STU2956,CSTN02801A_0005,Cecilia,Letta,F,ITA
STU2957,CSTN02801A_0005,Fiorino,Lercari,M,ITA
STU2958,CSTN02801A_0005,Paride,Giammusso,M,ITA
STU2959,CSTN02801A_0005,Gilberto,Folliero,M,ITA
STU2960,CSTN02801A_0005,Cassandra,Trentini,F,NON_ITA
STU2961,CSTN02801A_0005,Nicola,Mercalli,M,ITA
STU2962,CSTN02801A_0005,Pietro,Pavanello,M,ITA
STU2963,CSTN02801A_0006,Aldo,Napolitano,M,ITA
STU2964,CSTN02801A_0006,Carmelo,Taliani,M,ITA
STU2965,CSTN02801A_0006,Angelica,Capecchi,F,ITA
STU2966,CSTN02801A_0006,Salvi,Marzorati,M,ITA
STU2967,CSTN02801A_0006,Rosario,Gritti,M,NON_ITA
STU2968,CSTN02801A_0006,Renzo,Fermi,M,ITA
STU2969,CSTN02801A_0006,Claudio,Brunelleschi,M,ITA
STU2970,CSTN02801A_0006,Gloria,Tamburini,F,ITA
STU2971,CSTN02801A_0006,Pietro,Casellati,M,ITA
STU2972,CSTN02801A_0006,Fiorino,Rismondo,M,ITA
STU2973,CSTN02801A_0006,Giacobbe,Armellini,M,ITA
STU2974,CSTN02801A_0006,Tonino,Bellò,M,ITA
STU2975,CSTN02801A_0006,Antonietta,Toso,F,ITA
STU2976,CSTN02801A_0006,Luisa,Borsellino,F,ITA
STU2977,CSTN02801A_0006,Liana,Beccaria,F,ITA
STU2978,CSTN02801A_0006,Nadia,Foconi,F,ITA
STU2979,CSTN02801A_0006,Laura,Manunta,F,ITA
STU2980,CSTN02801A_0007,Giacobbe,Dalla,M,ITA
STU2981,CSTN02801A_0007,Tullio,Serraglio,M,ITA
STU2982,CSTN02801A_0007,Liana,Cibin,F,ITA
STU2983,CSTN02801A_0007,Eva,Peranda,F,ITA
STU2984,CSTN02801A_0007,Sabatino,Montanelli,M,ITA
STU2985,CSTN02801A_0007,Imelda,Dandolo,F,ITA
STU2986,CSTN02801A_0007,Bartolomeo,Gaggini,M,ITA
STU2987,CSTN02801A_0007,Gloria,Fornaciari,F,ITA
STU2988,CSTN02801A_0007,Guglielmo,Cuzzocrea,M,ITA
STU2989,CSTN02801A_0007,Loretta,Ovadia,F,ITA
STU2990,CSTN02801A_0007,Adamo,Romiti,M,ITA
STU2991,CSTN02801A_0007,Elmo,Russo,M,NON_ITA
STU2992,CSTN02801A_0007,Osvaldo,Cattaneo,M,ITA
STU2993,CSTN02801A_0007,Dino,Oscuro,M,ITA
STU2994,CSTN02801A_0007,Ninetta,Sabbatini,F,ITA
STU2995,CSTN02801A_0007,Giacobbe,Florio,M,ITA
STU2996,CSTN02801A_0007,Giulia,Bevilacqua,F,ITA
STU2997,CSTN02801A_0008,Lazzaro,Vasari,M,ITA
STU2998,CSTN02801A_0008,Nicolò,Detti,M,ITA
STU2999,CSTN02801A_0008,Fabrizia,Crispi,F,ITA
STU3000,CSTN02801A_0008,Ludovico,Anguissola,M,ITA
STU3001,CSTN02801A_0008,Alderano,Adinolfi,M,ITA
STU3002,CSTN02801A_0008,Giorgio,Tacchini,M,ITA
STU3003,CSTN02801A_0008,Gino,Sokolov,M,NON_ITA
STU3004,CSTN02801A_0008,Patrizio,Longhena,M,ITA
STU3005,CSTN02801A_0008,Filippo,Greco,M,ITA
STU3006,CSTN02801A_0008,Tina,Ajello,F,ITA
STU3007,CSTN02801A_0008,Luisa,Carli,F,ITA
STU3008,CSTN02801A_0008,Alphons,Pellico,M,ITA
STU3009,CSTN02801A_0008,Filippa,Grifeo,F,ITA
STU3010,CSTN02801A_0008,Virginia,Treves,F,ITA
STU3011,CSTN02801A_0008,Rita,Caffarelli,F,ITA
STU3012,CSTN02801A_0008,Romina,Pulci,F,ITA
STU3013,CSTN02801A_0008,Maura,Tacchini,F,ITA
STU3014,CSTN02801A_0008,Aldo,Cesarotti,M,ITA
STU3015,CSTN02801A_0008,Giorgio,Majorana,M,ITA
STU3016,CSTN02801A_0009,Anita,Ferrata,F,ITA
STU3017,CSTN02801A_0009,Baccio,Spinelli,M,ITA
STU3018,CSTN02801A_0009,Ennio,Palmisano,M,ITA
STU3019,CSTN02801A_0009,Rosina,Vendetti,F,ITA
STU3020,CSTN02801A_0009,Nino,Ceravolo,M,ITA
STU3021,CSTN02801A_0009,Fedele,Bonanno,M,ITA
STU3022,CSTN02801A_0009,Annalisa,Treccani,F,ITA
STU3023,CSTN02801A_0009,Gino,Navarria,M,NON_ITA
STU3024,CSTN02801A_0009,Gemma,Ferrata,F,ITA
STU3025,CSTN02801A_0009,Costanzo,Garibaldi,M,ITA
STU3026,CSTN02801A_0009,Lorenzo,Sandi,M,ITA
STU3027,CSTN02801A_0009,Renata,Farina,F,ITA
STU3028,CSTN02801A_0009,Barbara,Favata,F,ITA
STU3029,CSTN02801A_0009,Dino,Paruta,M,ITA
STU3030,CSTN02801A_0009,Virginia,Marino,F,ITA
STU3031,CSTN02801A_0009,Claudio,Crespi,M,ITA
STU3032,CSTN02801A_0010,Luisa,Orsini,F,ITA
STU3033,CSTN02801A_0010,Antonio,Nitto,M,ITA
STU3034,CSTN02801A_0010,Temistocle,Iacovelli,M,ITA
STU3035,CSTN02801A_0010,Marco,Cagnotto,M,ITA
STU3036,CSTN02801A_0010,Patrizia,Boitani,F,ITA
STU3037,CSTN02801A_0010,Alessandra,Gonzaga,F,ITA
STU3038,CSTN02801A_0010,Telemaco,Lombardi,M,ITA
STU3039,CSTN02801A_0010,Virgilio,Mancini,M,NON_ITA
STU3040,CSTN02801A_0010,Renata,Mazzocchi,F,ITA
STU3041,CSTN02801A_0010,Raffaele,Ostinelli,M,ITA
STU3042,CSTN02801A_0010,Gioffre,Rossellini,M,ITA
STU3043,CSTN02801A_0010,Margherita,Rosmini,F,ITA
STU3044,CSTN02801A_0010,Morena,Sagnelli,F,ITA
STU3045,CZRI01901V_0001,Pierangelo,Campanella,M,ITA
STU3046,CZRI01901V_0001,Loredana,Taliercio,F,NON_ITA
STU3047,CZRI01901V_0001,Enzo,Panatta,M,NON_ITA
STU3048,CZRI01901V_0001,Gionata,Boccherini,M,ITA
STU3049,CZRI01901V_0001,Fiorenzo,Schiaparelli,M,ITA
STU3050,CZRI01901V_0001,Giuliano,Anastasi,M,ITA
STU3051,CZRI01901V_0001,Jacopo,Cutrufo,M,ITA
STU3052,CZRI01901V_0001,Dina,Galiazzo,F,ITA
STU3053,CZRI01901V_0001,Raffaella,Pasqua,F,ITA
STU3054,CZRI01901V_0001,Tullio,Pininfarina,M,ITA
STU3055,CZRI01901V_0001,Galasso,Paltrinieri,M,ITA
STU3056,CZRI01901V_0002,Benvenuto,Ruffini,M,ITA
STU3057,CZRI01901V_0002,Ranieri,Gucci,M,ITA
STU3058,CZRI01901V_0002,Pasqual,Viola,M,ITA
STU3059,CZRI01901V_0002,Renzo,Saffi,M,ITA
STU3060,CZRI01901V_0002,Corrado,Sanudo,M,NON_ITA
STU3061,CZRI01901V_0002,Ilaria,Tommaseo,F,ITA
STU3062,CZRI01901V_0002,Enrico,Pergolesi,M,ITA
STU3063,CZRI01901V_0002,Geronimo,Pistoletto,M,ITA
STU3064,CZRI01901V_0002,Romina,Aldobrandi,F,ITA
STU3065,CZRI01901V_0002,Rolando,Rossi,M,ITA
STU3066,CZRI01901V_0002,Matteo,Dalla,M,NON_ITA
STU3067,CZRI01901V_0002,Ilaria,Ricciardi,F,ITA
STU3068,CZRI01901V_0002,Licia,Dovara,F,ITA
STU3069,CZRI01901V_0003,Fiorenzo,Ortolani,M,NON_ITA
STU3070,CZRI01901V_0003,Riccardo,Fracci,M,ITA
STU3071,CZRI01901V_0003,Pellegrino,Govoni,M,ITA
STU3072,CZRI01901V_0003,Romolo,Filogamo,M,NON_ITA
STU3073,CZRI01901V_0003,Daria,Trotta,F,ITA
STU3074,CZRI01901V_0003,Manuel,Fischetti,M,ITA
STU3075,CZRI01901V_0003,Antonina,Treccani,F,ITA
STU3076,CZRI01901V_0003,Giada,Seddio,F,ITA
STU3077,CZRI01901V_0003,Eraldo,Bova,M,ITA
STU3078,CZRI01901V_0003,Biagio,Gianvecchio,M,ITA
STU3079,CZRI01901V_0003,Guglielmo,Cossiga,M,ITA
STU3080,CZRI01901V_0003,Vanessa,Armani,F,ITA
STU3081,CZRI01901V_0004,Enrico,Ariosto,M,ITA
STU3082,CZRI01901V_0004,Ludovica,Brichese,F,ITA
STU3083,CZRI01901V_0004,Donato,Filogamo,M,ITA
STU3084,CZRI01901V_0004,Sandro,Nievo,M,ITA
STU3085,CZRI01901V_0004,Gilberto,Luna,M,NON_ITA
STU3086,CZRI01901V_0004,Giulio,Gargallo,M,ITA
STU3087,CZRI01901V_0004,Arnaldo,Filogamo,M,ITA
STU3088,CZRI01901V_0004,Carolina,Vigorelli,F,ITA
STU3089,CZRI01901V_0005,Nanni,Albertini,M,NON_ITA
STU3090,CZRI01901V_0005,Raffaello,Brunelleschi,M,NON_ITA
STU3091,CZRI01901V_0005,Fiorenzo,Guinizzelli,M,ITA
STU3092,CZRI01901V_0005,Erika,Vigorelli,F,ITA
STU3093,CZRI01901V_0005,Elmo,Bonaventura,M,ITA
STU3094,CZRI01901V_0005,Orlando,Boccaccio,M,ITA
STU3095,CZRI01901V_0005,Luigi,Camuccini,M,ITA
STU3096,CZRI01901V_0005,Filippa,Puccini,F,ITA
STU3097,CZRI01901V_0005,Marcella,Zola,F,ITA
STU3098,CZRI01901V_0005,Carlo,Ginese,M,ITA
STU3099,CZRI01901V_0005,Raffaellino,Ovadia,M,ITA
STU3100,CZRI01901V_0006,Corrado,Martucci,M,ITA
STU3101,CZRI01901V_0006,Giacobbe,Boito,M,ITA
STU3102,CZRI01901V_0006,Rembrandt,Visconti,M,ITA
STU3103,CZRI01901V_0006,Micheletto,Viviani,M,ITA
STU3104,CZRI01901V_0006,Sergius,Juvara,M,NON_ITA
STU3105,CZRI01901V_0006,Giuliana,Boaga,F,ITA
STU3106,CZRI01901V_0006,Ansaldo,Siffredi,M,NON_ITA
STU3107,CZRI01901V_0006,Antonietta,Bellocchio,F,ITA
STU3108,CZRI01901V_0006,Costanzo,Travaglia,M,ITA
STU3109,CZRI01901V_0006,Guglielmo,Mazzanti,M,ITA
STU3110,CZRI01901V_0006,Gilberto,Gagliano,M,ITA
STU3111,CZRI01901V_0006,Marcella,Ricci,F,ITA
STU3112,CZRI01901V_0006,Gianni,Sagredo,M,ITA
STU3113,CZRI01901V_0006,Maurilio,Cimini,M,ITA
STU3114,CZRI01901V_0006,Eliana,Ruggieri,F,NON_ITA
STU3115,CZRI01901V_0006,Pellegrino,Verri,M,ITA
STU3116,CZRI01901V_0006,Bianca,Gualandi,F,ITA
STU3117,CZRI01901V_0007,Umberto,Bettoni,M,ITA
STU3118,CZRI01901V_0007,Damiano,Carpaccio,M,NON_ITA
STU3119,CZRI01901V_0007,Luigi,Pincherle,M,ITA
STU3120,CZRI01901V_0007,Saverio,Nugnes,M,ITA
STU3121,CZRI01901V_0007,Ottone,Gabbana,M,ITA
STU3122,CZRI01901V_0007,Martino,Zampa,M,ITA
STU3123,CZRI01901V_0007,Rosario,Castioni,M,ITA
STU3124,CZRI01901V_0007,Serena,Cilea,F,NON_ITA
STU3125,CZRI01901V_0007,Lauretta,Michelangeli,F,ITA
STU3126,CZRI01901V_0007,Sandro,Dossetti,M,ITA
STU3127,CZRI01901V_0007,Nicoletta,Branciforte,F,ITA
STU3128,CZRI01901V_0008,Rosario,Avogadro,M,ITA
STU3129,CZRI01901V_0008,Gloria,Bajardi,F,ITA
STU3130,CZRI01901V_0008,Torquato,Pucci,M,NON_ITA
STU3131,CZRI01901V_0008,Danilo,Favata,M,ITA
