id_classe,id_docente,nome_docente
CL0187,DOC0036,Gaspare Vecellio
CL0187,DOC0073,Santino Campise
CL0188,DOC0004,Etta Cassarà
CL0188,DOC0052,Sole Bragaglia
CL0188,DOC0002,Diana Canali
CL0189,DOC0088,Carla Gasperi
CL0189,DOC0095,Ennio Leonetti
CL0189,DOC0043,Raimondo Navone
CL0190,DOC0005,Valerio Gaito
CL0190,DOC0053,Victoria Balbi
CL0190,DOC0017,Clelia Morandi
CL0191,DOC0059,Atenulf Pozzecco
CL0191,DOC0034,Bianca Sauro
CL0191,DOC0044,Bianca Pagliaro
CL0192,DOC0056,Ermenegildo Boccaccio
CL0192,DOC0077,Hugo Barracco
CL0192,DOC0072,Monica Ortolani
CL0193,DOC0011,Bruno Cabrini
CL0193,DOC0012,Barbara Granatelli
CL0193,DOC0014,Elena Gargallo-Borroni
CL0194,DOC0027,Gelsomina Antonioni
CL0194,DOC0023,Luciano Alboni-Rismondo
CL0194,DOC0006,Martino Gaggini
CL0195,DOC0052,Sole Bragaglia
CL0195,DOC0037,Ansaldo Calvo
CL0195,DOC0007,Elena Alighieri
CL0196,DOC0079,Lando Federici
CL0196,DOC0091,Costantino Valier
CL0196,DOC0025,Arnulfo Greggio
CL0197,DOC0022,Clelia Notarbartolo
CL0197,DOC0007,Elena Alighieri
CL0197,DOC0018,Sig. Domenico Iannotti
CL0198,DOC0087,Romina Bersani-Rocca
CL0198,DOC0036,Gaspare Vecellio
CL0198,DOC0100,Loredana Bocelli
CL0199,DOC0063,Piergiorgio Curatoli-Battelli
CL0199,DOC0033,Sandro Versace-Battaglia
CL0199,DOC0062,Serena Gradenigo-Pareto
CL0200,DOC0016,Fortunata Mengolo-Tresoldi
CL0200,DOC0015,Amanda Cicala
CL0200,DOC0024,Ludovica Tremonti
CL0201,DOC0021,Annunziata Malenchini-Caruso
CL0201,DOC0052,Sole Bragaglia
CL0201,DOC0076,Sergius Micca
CL0202,DOC0076,Sergius Micca
CL0202,DOC0026,Rolando Bulzoni-Mazzanti
CL0202,DOC0038,Annamaria Brichese-Marinetti
CL0203,DOC0068,Ramona Giacconi
CL0203,DOC0017,Clelia Morandi
CL0203,DOC0093,Gianluigi Impastato
CL0204,DOC0080,Giacomo Zito
CL0204,DOC0048,Patrizio Platini
CL0204,DOC0008,Dott. Gemma Borromini
CL0205,DOC0014,Elena Gargallo-Borroni
CL0205,DOC0035,Melina Monicelli
CL0205,DOC0079,Lando Federici
CL0206,DOC0085,Federico Capuana
CL0206,DOC0040,Donatella Pace
CL0206,DOC0005,Valerio Gaito
CL0207,DOC0017,Clelia Morandi
CL0207,DOC0002,Diana Canali
CL0207,DOC0065,Santino Migliaccio
CL0208,DOC0095,Ennio Leonetti
CL0208,DOC0044,Bianca Pagliaro
CL0208,DOC0083,Augusto Alfonsi-Saracino
CL0209,DOC0076,Sergius Micca
CL0209,DOC0056,Ermenegildo Boccaccio
CL0209,DOC0040,Donatella Pace
CL0210,DOC0042,Luciana Farinelli
CL0210,DOC0024,Ludovica Tremonti
CL0210,DOC0010,Fortunata Ortese
CL0211,DOC0047,Valerio Modugno
CL0211,DOC0008,Dott. Gemma Borromini
CL0211,DOC0037,Ansaldo Calvo
CL0212,DOC0080,Giacomo Zito
CL0212,DOC0069,Dino Caccianemico
CL0212,DOC0067,Caterina Boccaccio
CL0213,DOC0068,Ramona Giacconi
CL0213,DOC0018,Sig. Domenico Iannotti
CL0213,DOC0076,Sergius Micca
CL0214,DOC0044,Bianca Pagliaro
CL0214,DOC0060,Elena Toselli-Ponti
CL0214,DOC0072,Monica Ortolani
CL0215,DOC0034,Bianca Sauro
CL0215,DOC0042,Luciana Farinelli
CL0215,DOC0095,Ennio Leonetti
CL0216,DOC0010,Fortunata Ortese
CL0216,DOC0004,Etta Cassarà
CL0216,DOC0093,Gianluigi Impastato
CL0217,DOC0012,Barbara Granatelli
CL0217,DOC0018,Sig. Domenico Iannotti
CL0217,DOC0033,Sandro Versace-Battaglia
CL0218,DOC0075,Licia Gatto
CL0218,DOC0066,Dott. Fiorino Cannizzaro
CL0218,DOC0036,Gaspare Vecellio
CL0219,DOC0002,Diana Canali
CL0219,DOC0025,Arnulfo Greggio
CL0219,DOC0026,Rolando Bulzoni-Mazzanti
CL0220,DOC0063,Piergiorgio Curatoli-Battelli
CL0220,DOC0079,Lando Federici
CL0220,DOC0007,Elena Alighieri
CL0221,DOC0023,Luciano Alboni-Rismondo
CL0221,DOC0086,Gioele Lippomano-Brancaccio
CL0221,DOC0085,Federico Capuana
CL0222,DOC0036,Gaspare Vecellio
CL0222,DOC0004,Etta Cassarà
CL0222,DOC0029,Tonia Nosiglia
CL0223,DOC0047,Valerio Modugno
CL0223,DOC0028,Melina Prati
CL0223,DOC0045,Claudia Filangieri
CL0224,DOC0065,Santino Migliaccio
CL0224,DOC0059,Atenulf Pozzecco
CL0224,DOC0085,Federico Capuana
CL0225,DOC0009,Dott. Giada Mazzocchi
CL0225,DOC0087,Romina Bersani-Rocca
CL0225,DOC0093,Gianluigi Impastato
CL0226,DOC0074,Sig.ra Imelda Morricone
CL0226,DOC0076,Sergius Micca
CL0226,DOC0013,Elisa Lanfranchi
CL0227,DOC0041,Mariano Redi
CL0227,DOC0065,Santino Migliaccio
CL0227,DOC0060,Elena Toselli-Ponti
CL0228,DOC0030,Simonetta Troisi
CL0228,DOC0053,Victoria Balbi
CL0228,DOC0032,Annamaria Trevisani
CL0229,DOC0098,Bianca Satta
CL0229,DOC0009,Dott. Giada Mazzocchi
CL0229,DOC0016,Fortunata Mengolo-Tresoldi
CL0230,DOC0034,Bianca Sauro
CL0230,DOC0069,Dino Caccianemico
CL0230,DOC0043,Raimondo Navone
CL0231,DOC0039,Cecilia Correr
CL0231,DOC0057,Elladio Cattaneo
CL0231,DOC0057,Elladio Cattaneo
CL0232,DOC0096,Elladio Migliaccio
CL0232,DOC0074,Sig.ra Imelda Morricone
CL0232,DOC0053,Victoria Balbi
CL0233,DOC0026,Rolando Bulzoni-Mazzanti
CL0233,DOC0062,Serena Gradenigo-Pareto
CL0233,DOC0074,Sig.ra Imelda Morricone
CL0234,DOC0020,Sig.ra Paulina Argentero
CL0234,DOC0089,Marcella Broschi
CL0234,DOC0056,Ermenegildo Boccaccio
CL0235,DOC0003,Isabella Mezzetta
CL0235,DOC0078,Griselda Mazzocchi
CL0235,DOC0025,Arnulfo Greggio
CL0236,DOC0025,Arnulfo Greggio
CL0236,DOC0057,Elladio Cattaneo
CL0236,DOC0032,Annamaria Trevisani
CL0237,DOC0051,Amadeo Acerbi
CL0237,DOC0042,Luciana Farinelli
CL0237,DOC0095,Ennio Leonetti
CL0238,DOC0040,Donatella Pace
CL0238,DOC0023,Luciano Alboni-Rismondo
CL0238,DOC0061,Germana Giusti
CL0239,DOC0054,Cipriano Segni
CL0239,DOC0001,Ranieri Martucci-Pistoletto
CL0239,DOC0091,Costantino Valier
CL0240,DOC0037,Ansaldo Calvo
CL0240,DOC0085,Federico Capuana
CL0240,DOC0087,Romina Bersani-Rocca
CL0241,DOC0058,Bianca Pace
CL0241,DOC0008,Dott. Gemma Borromini
CL0241,DOC0086,Gioele Lippomano-Brancaccio
CL0242,DOC0074,Sig.ra Imelda Morricone
CL0242,DOC0035,Melina Monicelli
CL0242,DOC0051,Amadeo Acerbi
CL0243,DOC0040,Donatella Pace
CL0243,DOC0047,Valerio Modugno
CL0243,DOC0041,Mariano Redi
CL0244,DOC0004,Etta Cassarà
CL0244,DOC0057,Elladio Cattaneo
CL0244,DOC0063,Piergiorgio Curatoli-Battelli
CL0245,DOC0039,Cecilia Correr
CL0245,DOC0050,Gianna Cimarosa
CL0245,DOC0032,Annamaria Trevisani
CL0246,DOC0093,Gianluigi Impastato
CL0246,DOC0062,Serena Gradenigo-Pareto
CL0246,DOC0031,Adamo Baglioni
CL0247,DOC0081,Toni Trincavelli
CL0247,DOC0071,Ramona Piazzi
CL0247,DOC0081,Toni Trincavelli
CL0248,DOC0007,Elena Alighieri
CL0248,DOC0095,Ennio Leonetti
CL0248,DOC0032,Annamaria Trevisani
CL0249,DOC0094,Dott. Chiara Panzera
CL0249,DOC0023,Luciano Alboni-Rismondo
CL0249,DOC0058,Bianca Pace
CL0250,DOC0018,Sig. Domenico Iannotti
CL0250,DOC0088,Carla Gasperi
CL0250,DOC0011,Bruno Cabrini
CL0251,DOC0074,Sig.ra Imelda Morricone
CL0251,DOC0027,Gelsomina Antonioni
CL0251,DOC0010,Fortunata Ortese
CL0252,DOC0019,Marissa Modugno
CL0252,DOC0076,Sergius Micca
CL0252,DOC0090,Dott. Giulia Ferretti
CL0253,DOC0045,Claudia Filangieri
CL0253,DOC0087,Romina Bersani-Rocca
CL0253,DOC0059,Atenulf Pozzecco
CL0254,DOC0055,Imelda Scamarcio
CL0254,DOC0064,Durante Fischetti-Trentini
CL0254,DOC0089,Marcella Broschi
CL0255,DOC0094,Dott. Chiara Panzera
CL0255,DOC0037,Ansaldo Calvo
CL0255,DOC0091,Costantino Valier
CL0256,DOC0028,Melina Prati
CL0256,DOC0024,Ludovica Tremonti
CL0256,DOC0047,Valerio Modugno
CL0257,DOC0077,Hugo Barracco
CL0257,DOC0074,Sig.ra Imelda Morricone
CL0257,DOC0005,Valerio Gaito
CL0258,DOC0002,Diana Canali
CL0258,DOC0018,Sig. Domenico Iannotti
CL0258,DOC0052,Sole Bragaglia
CL0259,DOC0028,Melina Prati
CL0259,DOC0034,Bianca Sauro
CL0259,DOC0080,Giacomo Zito
CL0260,DOC0019,Marissa Modugno
CL0260,DOC0057,Elladio Cattaneo
CL0260,DOC0097,Angelina Bataglia
CL0261,DOC0048,Patrizio Platini
CL0261,DOC0053,Victoria Balbi
CL0261,DOC0064,Durante Fischetti-Trentini
CL0262,DOC0078,Griselda Mazzocchi
CL0262,DOC0041,Mariano Redi
CL0262,DOC0077,Hugo Barracco
CL0263,DOC0080,Giacomo Zito
CL0263,DOC0021,Annunziata Malenchini-Caruso
CL0263,DOC0073,Santino Campise
CL0264,DOC0024,Ludovica Tremonti
CL0264,DOC0095,Ennio Leonetti
CL0264,DOC0053,Victoria Balbi
CL0265,DOC0022,Clelia Notarbartolo
CL0265,DOC0092,Marco Tornatore
CL0265,DOC0061,Germana Giusti
CL0266,DOC0003,Isabella Mezzetta
CL0266,DOC0046,Natalia Sgarbi
CL0266,DOC0032,Annamaria Trevisani
CL0267,DOC0042,Luciana Farinelli
CL0267,DOC0004,Etta Cassarà
CL0267,DOC0037,Ansaldo Calvo
CL0268,DOC0046,Natalia Sgarbi
CL0268,DOC0052,Sole Bragaglia
CL0268,DOC0068,Ramona Giacconi
CL0269,DOC0080,Giacomo Zito
CL0269,DOC0054,Cipriano Segni
CL0269,DOC0077,Hugo Barracco
CL0270,DOC0005,Valerio Gaito
CL0270,DOC0011,Bruno Cabrini
CL0270,DOC0077,Hugo Barracco
CL0271,DOC0028,Melina Prati
CL0271,DOC0025,Arnulfo Greggio
CL0271,DOC0012,Barbara Granatelli
CL0272,DOC0018,Sig. Domenico Iannotti
CL0272,DOC0039,Cecilia Correr
CL0272,DOC0002,Diana Canali
CL0273,DOC0008,Dott. Gemma Borromini
CL0273,DOC0005,Valerio Gaito
CL0273,DOC0092,Marco Tornatore
CL0274,DOC0054,Cipriano Segni
CL0274,DOC0032,Annamaria Trevisani
CL0274,DOC0035,Melina Monicelli
CL0275,DOC0059,Atenulf Pozzecco
CL0275,DOC0040,Donatella Pace
CL0275,DOC0081,Toni Trincavelli
CL0276,DOC0085,Federico Capuana
CL0276,DOC0087,Romina Bersani-Rocca
CL0276,DOC0021,Annunziata Malenchini-Caruso
CL0277,DOC0085,Federico Capuana
CL0277,DOC0031,Adamo Baglioni
CL0277,DOC0043,Raimondo Navone
CL0278,DOC0083,Augusto Alfonsi-Saracino
CL0278,DOC0076,Sergius Micca
CL0278,DOC0063,Piergiorgio Curatoli-Battelli
CL0279,DOC0013,Elisa Lanfranchi
CL0279,DOC0092,Marco Tornatore
CL0279,DOC0030,Simonetta Troisi
CL0280,DOC0098,Bianca Satta
CL0280,DOC0081,Toni Trincavelli
CL0280,DOC0065,Santino Migliaccio
CL0281,DOC0095,Ennio Leonetti
CL0281,DOC0040,Donatella Pace
CL0281,DOC0079,Lando Federici
CL0282,DOC0027,Gelsomina Antonioni
CL0282,DOC0053,Victoria Balbi
CL0282,DOC0064,Durante Fischetti-Trentini
CL0283,DOC0034,Bianca Sauro
CL0283,DOC0079,Lando Federici
CL0283,DOC0002,Diana Canali
CL0284,DOC0018,Sig. Domenico Iannotti
CL0284,DOC0012,Barbara Granatelli
CL0284,DOC0058,Bianca Pace
CL0285,DOC0036,Gaspare Vecellio
CL0285,DOC0073,Santino Campise
CL0285,DOC0090,Dott. Giulia Ferretti
CL0286,DOC0016,Fortunata Mengolo-Tresoldi
CL0286,DOC0099,Ilaria Leone
CL0286,DOC0062,Serena Gradenigo-Pareto
CL0287,DOC0015,Amanda Cicala
CL0287,DOC0015,Amanda Cicala
CL0287,DOC0027,Gelsomina Antonioni
CL0288,DOC0037,Ansaldo Calvo
CL0288,DOC0055,Imelda Scamarcio
CL0288,DOC0039,Cecilia Correr
CL0289,DOC0024,Ludovica Tremonti
CL0289,DOC0011,Bruno Cabrini
CL0289,DOC0037,Ansaldo Calvo
CL0290,DOC0024,Ludovica Tremonti
CL0290,DOC0045,Claudia Filangieri
CL0290,DOC0078,Griselda Mazzocchi
CL0291,DOC0022,Clelia Notarbartolo
CL0291,DOC0088,Carla Gasperi
CL0291,DOC0059,Atenulf Pozzecco
CL0292,DOC0075,Licia Gatto
CL0292,DOC0010,Fortunata Ortese
CL0292,DOC0052,Sole Bragaglia
CL0293,DOC0038,Annamaria Brichese-Marinetti
CL0293,DOC0018,Sig. Domenico Iannotti
CL0293,DOC0098,Bianca Satta
CL0294,DOC0017,Clelia Morandi
CL0294,DOC0078,Griselda Mazzocchi
CL0294,DOC0019,Marissa Modugno
CL0295,DOC0075,Licia Gatto
CL0295,DOC0022,Clelia Notarbartolo
CL0295,DOC0077,Hugo Barracco
CL0296,DOC0042,Luciana Farinelli
CL0296,DOC0077,Hugo Barracco
CL0296,DOC0005,Valerio Gaito
CL0297,DOC0094,Dott. Chiara Panzera
CL0297,DOC0073,Santino Campise
CL0297,DOC0039,Cecilia Correr
CL0298,DOC0010,Fortunata Ortese
CL0298,DOC0097,Angelina Bataglia
CL0298,DOC0039,Cecilia Correr
CL0299,DOC0062,Serena Gradenigo-Pareto
CL0299,DOC0065,Santino Migliaccio
CL0299,DOC0031,Adamo Baglioni
CL0300,DOC0095,Ennio Leonetti
CL0300,DOC0004,Etta Cassarà
CL0300,DOC0063,Piergiorgio Curatoli-Battelli
CL0301,DOC0018,Sig. Domenico Iannotti
CL0301,DOC0011,Bruno Cabrini
CL0301,DOC0022,Clelia Notarbartolo
CL0302,DOC0064,Durante Fischetti-Trentini
CL0302,DOC0080,Giacomo Zito
CL0302,DOC0070,Piergiorgio Scaramucci
CL0303,DOC0056,Ermenegildo Boccaccio
CL0303,DOC0077,Hugo Barracco
CL0303,DOC0010,Fortunata Ortese
CL0304,DOC0094,Dott. Chiara Panzera
CL0304,DOC0084,Eraldo Leone
CL0304,DOC0036,Gaspare Vecellio
CL0305,DOC0016,Fortunata Mengolo-Tresoldi
CL0305,DOC0003,Isabella Mezzetta
CL0305,DOC0002,Diana Canali
CL0306,DOC0039,Cecilia Correr
CL0306,DOC0082,Dott. Leonardo Armellini
CL0306,DOC0076,Sergius Micca
CL0307,DOC0052,Sole Bragaglia
CL0307,DOC0016,Fortunata Mengolo-Tresoldi
CL0307,DOC0015,Amanda Cicala
CL0308,DOC0058,Bianca Pace
CL0308,DOC0068,Ramona Giacconi
CL0308,DOC0042,Luciana Farinelli
CL0309,DOC0041,Mariano Redi
CL0309,DOC0068,Ramona Giacconi
CL0309,DOC0099,Ilaria Leone
CL0310,DOC0068,Ramona Giacconi
CL0310,DOC0087,Romina Bersani-Rocca
CL0310,DOC0098,Bianca Satta
CL0311,DOC0035,Melina Monicelli
CL0311,DOC0015,Amanda Cicala
CL0311,DOC0081,Toni Trincavelli
CL0312,DOC0084,Eraldo Leone
CL0312,DOC0076,Sergius Micca
CL0312,DOC0031,Adamo Baglioni
CL0313,DOC0056,Ermenegildo Boccaccio
CL0313,DOC0087,Romina Bersani-Rocca
CL0313,DOC0014,Elena Gargallo-Borroni
CL0314,DOC0088,Carla Gasperi
CL0314,DOC0039,Cecilia Correr
CL0314,DOC0010,Fortunata Ortese
CL0315,DOC0061,Germana Giusti
CL0315,DOC0030,Simonetta Troisi
CL0315,DOC0025,Arnulfo Greggio
CL0316,DOC0027,Gelsomina Antonioni
CL0316,DOC0033,Sandro Versace-Battaglia
CL0316,DOC0021,Annunziata Malenchini-Caruso
CL0316,DOC0025,Arnulfo Greggio
CL0316,DOC0013,Elisa Lanfranchi
CL0316,DOC0034,Bianca Sauro
CL0317,DOC0036,Gaspare Vecellio
CL0317,DOC0099,Ilaria Leone
CL0317,DOC0043,Raimondo Navone
CL0317,DOC0022,Clelia Notarbartolo
CL0317,DOC0095,Ennio Leonetti
CL0317,DOC0013,Elisa Lanfranchi
CL0318,DOC0045,Claudia Filangieri
CL0318,DOC0091,Costantino Valier
CL0318,DOC0071,Ramona Piazzi
CL0318,DOC0056,Ermenegildo Boccaccio
CL0318,DOC0006,Martino Gaggini
CL0318,DOC0055,Imelda Scamarcio
CL0319,DOC0083,Augusto Alfonsi-Saracino
CL0319,DOC0098,Bianca Satta
CL0319,DOC0001,Ranieri Martucci-Pistoletto
CL0319,DOC0097,Angelina Bataglia
CL0319,DOC0080,Giacomo Zito
CL0319,DOC0066,Dott. Fiorino Cannizzaro
CL0320,DOC0071,Ramona Piazzi
CL0320,DOC0006,Martino Gaggini
CL0320,DOC0088,Carla Gasperi
CL0320,DOC0035,Melina Monicelli
CL0320,DOC0007,Elena Alighieri
CL0320,DOC0084,Eraldo Leone
CL0321,DOC0093,Gianluigi Impastato
CL0321,DOC0094,Dott. Chiara Panzera
CL0321,DOC0094,Dott. Chiara Panzera
CL0321,DOC0080,Giacomo Zito
CL0321,DOC0075,Licia Gatto
CL0321,DOC0015,Amanda Cicala
CL0322,DOC0016,Fortunata Mengolo-Tresoldi
CL0322,DOC0039,Cecilia Correr
CL0322,DOC0096,Elladio Migliaccio
CL0322,DOC0014,Elena Gargallo-Borroni
CL0322,DOC0038,Annamaria Brichese-Marinetti
CL0322,DOC0001,Ranieri Martucci-Pistoletto
CL0323,DOC0080,Giacomo Zito
CL0323,DOC0011,Bruno Cabrini
CL0323,DOC0073,Santino Campise
CL0324,DOC0040,Donatella Pace
CL0324,DOC0059,Atenulf Pozzecco
CL0324,DOC0001,Ranieri Martucci-Pistoletto
CL0325,DOC0070,Piergiorgio Scaramucci
CL0325,DOC0037,Ansaldo Calvo
CL0325,DOC0070,Piergiorgio Scaramucci
CL0326,DOC0051,Amadeo Acerbi
CL0326,DOC0063,Piergiorgio Curatoli-Battelli
CL0326,DOC0016,Fortunata Mengolo-Tresoldi
CL0327,DOC0091,Costantino Valier
CL0327,DOC0057,Elladio Cattaneo
CL0327,DOC0097,Angelina Bataglia
CL0328,DOC0045,Claudia Filangieri
CL0328,DOC0070,Piergiorgio Scaramucci
CL0328,DOC0039,Cecilia Correr
CL0329,DOC0073,Santino Campise
CL0329,DOC0086,Gioele Lippomano-Brancaccio
CL0329,DOC0046,Natalia Sgarbi
CL0330,DOC0077,Hugo Barracco
CL0330,DOC0051,Amadeo Acerbi
CL0330,DOC0009,Dott. Giada Mazzocchi
CL0331,DOC0074,Sig.ra Imelda Morricone
CL0331,DOC0079,Lando Federici
CL0331,DOC0003,Isabella Mezzetta
CL0332,DOC0085,Federico Capuana
CL0332,DOC0091,Costantino Valier
CL0332,DOC0034,Bianca Sauro
CL0333,DOC0035,Melina Monicelli
CL0333,DOC0094,Dott. Chiara Panzera
CL0333,DOC0025,Arnulfo Greggio
CL0334,DOC0089,Marcella Broschi
CL0334,DOC0037,Ansaldo Calvo
CL0334,DOC0021,Annunziata Malenchini-Caruso
CL0335,DOC0036,Gaspare Vecellio
CL0335,DOC0023,Luciano Alboni-Rismondo
CL0335,DOC0087,Romina Bersani-Rocca
CL0336,DOC0087,Romina Bersani-Rocca
CL0336,DOC0060,Elena Toselli-Ponti
CL0336,DOC0008,Dott. Gemma Borromini
CL0337,DOC0050,Gianna Cimarosa
CL0337,DOC0080,Giacomo Zito
CL0337,DOC0014,Elena Gargallo-Borroni
CL0338,DOC0085,Federico Capuana
CL0338,DOC0063,Piergiorgio Curatoli-Battelli
CL0338,DOC0099,Ilaria Leone
CL0338,DOC0039,Cecilia Correr
CL0338,DOC0066,Dott. Fiorino Cannizzaro
CL0338,DOC0082,Dott. Leonardo Armellini
CL0339,DOC0025,Arnulfo Greggio
CL0339,DOC0054,Cipriano Segni
CL0339,DOC0080,Giacomo Zito
CL0339,DOC0032,Annamaria Trevisani
CL0339,DOC0070,Piergiorgio Scaramucci
CL0339,DOC0095,Ennio Leonetti
CL0340,DOC0045,Claudia Filangieri
CL0340,DOC0069,Dino Caccianemico
CL0340,DOC0033,Sandro Versace-Battaglia
CL0340,DOC0051,Amadeo Acerbi
CL0340,DOC0005,Valerio Gaito
CL0340,DOC0061,Germana Giusti
CL0341,DOC0075,Licia Gatto
CL0341,DOC0001,Ranieri Martucci-Pistoletto
CL0341,DOC0025,Arnulfo Greggio
CL0341,DOC0030,Simonetta Troisi
CL0341,DOC0067,Caterina Boccaccio
CL0341,DOC0033,Sandro Versace-Battaglia
CL0342,DOC0015,Amanda Cicala
CL0342,DOC0029,Tonia Nosiglia
CL0342,DOC0062,Serena Gradenigo-Pareto
CL0342,DOC0002,Diana Canali
CL0342,DOC0044,Bianca Pagliaro
CL0342,DOC0068,Ramona Giacconi
CL0343,DOC0088,Carla Gasperi
CL0343,DOC0092,Marco Tornatore
CL0343,DOC0063,Piergiorgio Curatoli-Battelli
CL0343,DOC0094,Dott. Chiara Panzera
CL0343,DOC0043,Raimondo Navone
CL0343,DOC0018,Sig. Domenico Iannotti
CL0344,DOC0024,Ludovica Tremonti
CL0344,DOC0011,Bruno Cabrini
CL0344,DOC0088,Carla Gasperi
CL0344,DOC0081,Toni Trincavelli
CL0344,DOC0086,Gioele Lippomano-Brancaccio
CL0344,DOC0021,Annunziata Malenchini-Caruso
CL0345,DOC0006,Martino Gaggini
CL0345,DOC0005,Valerio Gaito
CL0345,DOC0094,Dott. Chiara Panzera
CL0345,DOC0040,Donatella Pace
CL0345,DOC0002,Diana Canali
CL0345,DOC0082,Dott. Leonardo Armellini
CL0346,DOC0028,Melina Prati
CL0346,DOC0085,Federico Capuana
CL0346,DOC0036,Gaspare Vecellio
CL0346,DOC0018,Sig. Domenico Iannotti
CL0346,DOC0007,Elena Alighieri
CL0346,DOC0025,Arnulfo Greggio
CL0347,DOC0074,Sig.ra Imelda Morricone
CL0347,DOC0007,Elena Alighieri
CL0347,DOC0040,Donatella Pace
CL0348,DOC0075,Licia Gatto
CL0348,DOC0071,Ramona Piazzi
CL0348,DOC0061,Germana Giusti
CL0349,DOC0068,Ramona Giacconi
CL0349,DOC0070,Piergiorgio Scaramucci
CL0349,DOC0078,Griselda Mazzocchi
CL0350,DOC0050,Gianna Cimarosa
CL0350,DOC0052,Sole Bragaglia
CL0350,DOC0086,Gioele Lippomano-Brancaccio
CL0351,DOC0021,Annunziata Malenchini-Caruso
CL0351,DOC0069,Dino Caccianemico
CL0351,DOC0078,Griselda Mazzocchi
CL0352,DOC0090,Dott. Giulia Ferretti
CL0352,DOC0024,Ludovica Tremonti
CL0352,DOC0068,Ramona Giacconi
CL0353,DOC0033,Sandro Versace-Battaglia
CL0353,DOC0079,Lando Federici
CL0353,DOC0065,Santino Migliaccio
CL0354,DOC0051,Amadeo Acerbi
CL0354,DOC0045,Claudia Filangieri
CL0354,DOC0056,Ermenegildo Boccaccio
CL0355,DOC0076,Sergius Micca
CL0355,DOC0085,Federico Capuana
CL0355,DOC0013,Elisa Lanfranchi
CL0356,DOC0062,Serena Gradenigo-Pareto
CL0356,DOC0071,Ramona Piazzi
CL0356,DOC0015,Amanda Cicala
CL0357,DOC0090,Dott. Giulia Ferretti
CL0357,DOC0059,Atenulf Pozzecco
CL0357,DOC0029,Tonia Nosiglia
CL0358,DOC0064,Durante Fischetti-Trentini
CL0358,DOC0013,Elisa Lanfranchi
CL0358,DOC0082,Dott. Leonardo Armellini
CL0359,DOC0050,Gianna Cimarosa
CL0359,DOC0095,Ennio Leonetti
CL0359,DOC0009,Dott. Giada Mazzocchi
CL0360,DOC0010,Fortunata Ortese
CL0360,DOC0099,Ilaria Leone
CL0360,DOC0028,Melina Prati
CL0361,DOC0007,Elena Alighieri
CL0361,DOC0015,Amanda Cicala
CL0361,DOC0062,Serena Gradenigo-Pareto
CL0362,DOC0039,Cecilia Correr
CL0362,DOC0062,Serena Gradenigo-Pareto
CL0362,DOC0021,Annunziata Malenchini-Caruso
CL0363,DOC0087,Romina Bersani-Rocca
CL0363,DOC0017,Clelia Morandi
CL0363,DOC0078,Griselda Mazzocchi
CL0364,DOC0037,Ansaldo Calvo
CL0364,DOC0043,Raimondo Navone
CL0364,DOC0026,Rolando Bulzoni-Mazzanti
CL0365,DOC0088,Carla Gasperi
CL0365,DOC0025,Arnulfo Greggio
CL0365,DOC0048,Patrizio Platini
CL0366,DOC0028,Melina Prati
CL0366,DOC0089,Marcella Broschi
CL0366,DOC0032,Annamaria Trevisani
CL0367,DOC0080,Giacomo Zito
CL0367,DOC0036,Gaspare Vecellio
CL0367,DOC0009,Dott. Giada Mazzocchi
CL0368,DOC0081,Toni Trincavelli
CL0368,DOC0036,Gaspare Vecellio
CL0368,DOC0057,Elladio Cattaneo
CL0369,DOC0078,Griselda Mazzocchi
CL0369,DOC0028,Melina Prati
CL0369,DOC0011,Bruno Cabrini
CL0370,DOC0048,Patrizio Platini
CL0370,DOC0063,Piergiorgio Curatoli-Battelli
CL0370,DOC0073,Santino Campise
CL0371,DOC0076,Sergius Micca
CL0371,DOC0055,Imelda Scamarcio
CL0371,DOC0043,Raimondo Navone
CL0372,DOC0014,Elena Gargallo-Borroni
CL0372,DOC0024,Ludovica Tremonti
CL0372,DOC0081,Toni Trincavelli
CL0373,DOC0077,Hugo Barracco
CL0373,DOC0096,Elladio Migliaccio
CL0373,DOC0033,Sandro Versace-Battaglia
CL0374,DOC0029,Tonia Nosiglia
CL0374,DOC0035,Melina Monicelli
CL0374,DOC0027,Gelsomina Antonioni
CL0375,DOC0034,Bianca Sauro
CL0375,DOC0056,Ermenegildo Boccaccio
CL0375,DOC0030,Simonetta Troisi
CL0376,DOC0058,Bianca Pace
CL0376,DOC0094,Dott. Chiara Panzera
CL0376,DOC0014,Elena Gargallo-Borroni
CL0377,DOC0089,Marcella Broschi
CL0377,DOC0068,Ramona Giacconi
CL0377,DOC0052,Sole Bragaglia
CL0378,DOC0069,Dino Caccianemico
CL0378,DOC0098,Bianca Satta
CL0378,DOC0026,Rolando Bulzoni-Mazzanti
CL0379,DOC0036,Gaspare Vecellio
CL0379,DOC0061,Germana Giusti
CL0379,DOC0030,Simonetta Troisi
CL0380,DOC0087,Romina Bersani-Rocca
CL0380,DOC0015,Amanda Cicala
CL0380,DOC0047,Valerio Modugno
CL0381,DOC0083,Augusto Alfonsi-Saracino
CL0381,DOC0055,Imelda Scamarcio
CL0381,DOC0027,Gelsomina Antonioni
CL0382,DOC0050,Gianna Cimarosa
CL0382,DOC0003,Isabella Mezzetta
CL0382,DOC0053,Victoria Balbi
CL0383,DOC0011,Bruno Cabrini
CL0383,DOC0003,Isabella Mezzetta
