id_studente,id_classe,nome,cognome,genere,cittadinanza
STU02067,CL0243,Gioffre,Aulenti,M,ITA
STU02068,CL0243,Dionigi,Renault,M,ITA
STU02069,CL0243,Liberto,Cavanna,M,ITA
STU02070,CL0243,Vincenzo,Calvo,M,ITA
STU02071,CL0244,Marissa,Sibilia,F,ITA
STU02072,CL0244,Osvaldo,Camilleri,M,ITA
STU02073,CL0244,Costantino,Smirnoff,M,ITA
STU02074,CL0244,Fredo,Cabrini,M,ITA
STU02075,CL0244,Stefano,Solimena,M,ITA
STU02076,CL0244,Guarino,Palumbo,M,ITA
STU02077,CL0244,Lauretta,Stoppani,F,ITA
STU02078,CL0244,Adele,Liguori,F,ITA
STU02079,CL0244,Ludovico,Belletini,M,ITA
STU02080,CL0245,Venancio,Chigi,M,ITA
STU02081,CL0245,Pina,Gullotta,F,ITA
STU02082,CL0245,Gianluigi,Cutrufo,M,ITA
STU02083,CL0245,Federigo,Zaguri,M,ITA
STU02084,CL0245,Vincentio,Morpurgo,M,ITA
STU02085,CL0245,Alessia,Polani,F,ITA
STU02086,CL0245,Aldo,Cavalcanti,M,ITA
STU02087,CL0245,Gioachino,Santoro,M,ITA
STU02088,CL0245,Paloma,Mimun,F,ITA
STU02089,CL0245,Piersanti,Carli,M,ITA
STU02090,CL0246,Martino,Platini,M,ITA
STU02091,CL0246,Nina,Martinelli,F,ITA
STU02092,CL0246,Piermaria,Tebaldi,M,ITA
STU02093,CL0246,Paola,Chiappetta,F,ITA
STU02094,CL0246,Giancarlo,Petrucci,M,ITA
STU02095,CL0246,Sylvia,Salgari,F,ITA
STU02096,CL0246,Mario,Majewski,M,ITA
STU02097,CL0246,Veronica,Doria,F,ITA
STU02098,CL0246,Liberto,Marangoni,M,ITA
STU02099,CL0246,Mattia,Mastandrea,M,ITA
STU02100,CL0247,Beppe,Mezzetta,M,ITA
STU02101,CL0247,Olga,Cainero,F,ITA
STU02102,CL0247,Ermanno,Gentileschi,M,ITA
STU02103,CL0247,Melina,Smirnoff,F,ITA
STU02104,CL0247,Giampaolo,Bruscantini,M,ITA
STU02105,CL0247,Mario,Nievo,M,ITA
STU02106,CL0247,Napoleone,Leopardi,M,ITA
STU02107,CL0248,Pierangelo,Anichini,M,ITA
STU02108,CL0248,Lisa,Pucci,F,ITA
STU02109,CL0248,Osvaldo,Niggli,M,ITA
STU02110,CL0248,Saverio,Cugia,M,ITA
STU02111,CL0248,Arnaldo,Grassi,M,ITA
STU02112,CL0248,Ansaldo,Palazzo,M,ITA
STU02113,CL0248,Panfilo,Opizzi,M,ITA
STU02114,CL0249,Elena,Montanari,F,ITA
STU02115,CL0249,Pierangelo,Calarco,M,ITA
STU02116,CL0249,Jacopo,Fallaci,M,ITA
STU02117,CL0249,Pomponio,Pacillo,M,ITA
STU02118,CL0249,Rossana,Foscari,F,ITA
STU02119,CL0249,Rodolfo,Giannini,M,ITA
STU02120,CL0249,Elmo,Zamorani,M,ITA
STU02121,CL0249,Fabrizia,Zeffirelli,F,ITA
STU02122,CL0249,Berenice,Curci,F,ITA
STU02123,CL0250,Fredo,Casalodi,M,ITA
STU02124,CL0250,Corrado,Cuda,M,ITA
STU02125,CL0250,Mariano,Ricci,M,ITA
STU02126,CL0250,Flora,Lattuada,F,ITA
STU02127,CL0250,Azeglio,Panzera,M,ITA
STU02128,CL0250,Carmelo,Cardano,M,ITA
STU02129,CL0250,Enrico,Pizzetti,M,ITA
STU02130,CL0251,Cesare,Pacomio,M,ITA
STU02131,CL0251,Annamaria,Necci,F,ITA
STU02132,CL0251,Rosario,Fogazzaro,M,ITA
STU02133,CL0251,Milo,Bocelli,M,ITA
STU02134,CL0251,Baldassare,Saffi,M,ITA
STU02135,CL0251,Riccardo,Dalla,M,ITA
STU02136,CL0251,Alina,Belletini,F,ITA
STU02137,CL0251,Lucio,Mocenigo,M,ITA
STU02138,CL0251,Flavio,Sforza,M,ITA
STU02139,CL0251,Elisa,Leonetti,F,ITA
STU02140,CL0252,Ruggero,Lancisi,M,ITA
STU02141,CL0252,Agnolo,Guarneri,M,ITA
STU02142,CL0252,Nedda,Granatelli,F,ITA
STU02143,CL0252,Eraldo,Botticelli,M,NON_ITA
STU02144,CL0252,Flora,Garobbio,F,ITA
STU02145,CL0252,Coluccio,Baresi,M,ITA
STU02146,CL0252,Alberto,Tasca,M,ITA
STU02147,CL0253,Cirillo,Balbo,M,ITA
STU02148,CL0253,Benito,Mantegna,M,ITA
STU02149,CL0253,Donna,Cortese,F,ITA
STU02150,CL0253,Eugenia,Bevilacqua,F,NON_ITA
STU02151,CL0253,Maurilio,Pavarotti,M,ITA
STU02152,CL0253,Gioffre,Lerner,M,ITA
STU02153,CL0253,Piergiuseppe,Sabbatini,M,ITA
STU02154,CL0253,Silvio,Montesano,M,ITA
STU02155,CL0253,Luchino,Badoer,M,ITA
STU02156,CL0254,Maria,Ferragni,F,ITA
STU02157,CL0254,Ernesto,Sismondi,M,ITA
STU02158,CL0254,Cipriano,Turrini,M,ITA
STU02159,CL0254,Lucio,Ferragamo,M,ITA
STU02160,CL0254,Piermaria,Ritacca,M,ITA
STU02161,CL0254,Tullio,Matteotti,M,ITA
STU02162,CL0254,Giulio,Sgalambro,M,ITA
STU02163,CL0255,Lando,Abatantuono,M,ITA
STU02164,CL0255,Martino,Agazzi,M,ITA
STU02165,CL0255,Ermes,Columbo,M,ITA
STU02166,CL0255,Lauretta,Burcardo,F,ITA
STU02167,CL0255,Eliana,Volterra,F,ITA
STU02168,CL0255,Franco,Morosini,M,ITA
STU02169,CL0255,Vittorio,Caironi,M,ITA
STU02170,CL0255,Rocco,Calvo,M,ITA
STU02171,CL0255,Tonia,Briccialdi,F,ITA
STU02172,CL0255,Loredana,Scarfoglio,F,ITA
STU02173,CL0256,Tonia,Pepe,F,ITA
STU02174,CL0256,Raffaello,Pacetti,M,ITA
STU02175,CL0256,Gianmarco,Muti,M,NON_ITA
STU02176,CL0256,Fausto,Calbo,M,ITA
STU02177,CL0256,Tonino,Basadonna,M,ITA
STU02178,CL0256,Greca,Crespi,F,ITA
STU02179,CL0256,Ubaldo,Parpinel,M,ITA
STU02180,CL0256,Paoletta,Balbo,F,ITA
STU02181,CL0256,Simonetta,Luzi,F,ITA
STU02182,CL0256,Adriana,Barese,F,ITA
STU02183,CL0257,Aurora,Lucarelli,F,ITA
STU02184,CL0257,Elisa,Solimena,F,ITA
STU02185,CL0257,Gemma,Sabatini,F,ITA
STU02186,CL0257,Angelica,Ruffini,F,ITA
STU02187,CL0257,Benito,Comboni,M,ITA
STU02188,CL0257,Lamberto,Camuccini,M,ITA
STU02189,CL0257,Simone,Canova,M,ITA
STU02190,CL0257,Ottavio,Lombardi,M,ITA
STU02191,CL0258,Paola,Lombardi,F,ITA
STU02192,CL0258,Loredana,Fabrizi,F,ITA
STU02193,CL0258,Eraldo,Berlusconi,M,ITA
STU02194,CL0258,Sante,Nitto,M,ITA
STU02195,CL0258,Lando,Giannuzzi,M,ITA
STU02196,CL0258,Lolita,Grisoni,F,ITA
STU02197,CL0258,Lilla,Dallara,F,ITA
STU02198,CL0258,Ranieri,Rinaldi,M,ITA
STU02199,CL0259,Danilo,Baglioni,M,ITA
STU02200,CL0259,Bianca,Pininfarina,F,ITA
STU02201,CL0259,Giosuè,Argurio,M,NON_ITA
STU02202,CL0259,Anita,Carosone,F,ITA
STU02203,CL0259,Michelotto,Gianinazzi,M,NON_ITA
STU02204,CL0259,Giuliana,Federico,F,ITA
STU02205,CL0259,Rosina,Balla,F,ITA
STU02206,CL0260,Federico,Marino,M,ITA
STU02207,CL0260,Graziano,Taliercio,M,ITA
STU02208,CL0260,Claudio,Gregori,M,ITA
STU02209,CL0260,Paola,Grifeo,F,ITA
STU02210,CL0260,Gianluigi,Vigorelli,M,ITA
STU02211,CL0260,Giuliana,Scarlatti,F,ITA
STU02212,CL0260,Gioacchino,Fuseli,M,ITA
STU02213,CL0260,Donatella,Vasari,F,ITA
STU02214,CL0260,Nicoletta,Mazzini,F,ITA
STU02215,CL0261,Girolamo,Respighi,M,ITA
STU02216,CL0261,Mirco,Novaro,M,ITA
STU02217,CL0261,Serena,Basadonna,F,ITA
STU02218,CL0261,Vincenzo,Orsini,M,ITA
STU02219,CL0261,Federica,Barillaro,F,ITA
STU02220,CL0261,Nicoletta,Cherubini,F,ITA
STU02221,CL0261,Arsenio,Bevilacqua,M,ITA
STU02222,CL0261,Bruno,Scalera,M,ITA
STU02223,CL0262,Zaira,Mazzeo,F,ITA
STU02224,CL0262,Costanzo,Ricciardi,M,ITA
STU02225,CL0262,Rossana,Casellati,F,ITA
STU02226,CL0262,Nanni,Pavanello,M,ITA
STU02227,CL0262,Filippa,Fabbri,F,ITA
STU02228,CL0262,Agostino,Cianciolo,M,ITA
STU02229,CL0262,Paola,Coppola,F,ITA
STU02230,CL0262,Angelina,Bartoli,F,ITA
STU02231,CL0263,Giancarlo,Lamborghini,M,ITA
STU02232,CL0263,Michela,Romiti,F,ITA
STU02233,CL0263,Iolanda,Morucci,F,ITA
STU02234,CL0263,Dino,Gigli,M,ITA
STU02235,CL0263,Roman,Giusti,M,ITA
STU02236,CL0263,Lara,Giannone,F,ITA
STU02237,CL0263,Enzio,Baracca,M,ITA
STU02238,CL0263,Gianluca,Bonatti,M,ITA
STU02239,CL0264,Aria,Lanfranchi,F,ITA
STU02240,CL0264,Dina,Bresciani,F,ITA
STU02241,CL0264,Martino,Balla,M,ITA
STU02242,CL0264,Giustino,Samele,M,ITA
STU02243,CL0264,Coriolano,Romano,M,ITA
STU02244,CL0264,Lina,Gentilini,F,ITA
STU02245,CL0264,Armando,Trentini,M,ITA
STU02246,CL0264,Vanessa,Pertini,F,ITA
STU02247,CL0265,Gaetano,Rusticucci,M,ITA
STU02248,CL0265,Ippazio,Nibali,M,ITA
STU02249,CL0265,Tatiana,Camicione,F,ITA
STU02250,CL0265,Alphons,Medici,M,ITA
STU02251,CL0265,Raimondo,Brenna,M,ITA
STU02252,CL0265,Sabatino,Garzoni,M,ITA
STU02253,CL0265,Annalisa,Donarelli,F,ITA
STU02254,CL0265,Roman,Sansoni,M,ITA
STU02255,CL0265,Severino,Cugia,M,ITA
STU02256,CL0266,Berenice,Casagrande,F,ITA
STU02257,CL0266,Maria,Malaparte,F,ITA
STU02258,CL0266,Cassandra,Gemito,F,ITA
STU02259,CL0266,Giuliano,Foscari,M,ITA
STU02260,CL0266,Flora,Salandra,F,ITA
STU02261,CL0266,Vittoria,Ungaretti,F,ITA
STU02262,CL0266,Luciano,Canil,M,ITA
STU02263,CL0266,Camillo,Versace,M,ITA
STU02264,CL0266,Annetta,Goldoni,F,ITA
STU02265,CL0267,Marissa,Pignatti,F,ITA
STU02266,CL0267,Rolando,Palmisano,M,ITA
STU02267,CL0267,Elena,Ioppi,F,ITA
STU02268,CL0267,Flavia,Panzera,F,ITA
STU02269,CL0267,Maurizio,Binaghi,M,ITA
STU02270,CL0267,Stefania,Guarato,F,ITA
STU02271,CL0267,Dante,Zamorani,M,ITA
STU02272,CL0267,Angelo,Pisano,M,ITA
STU02273,CL0267,Giuliana,Luria,F,ITA
STU02274,CL0267,Paoletta,Lettiere,F,ITA
STU02275,CL0268,Raimondo,Priuli,M,ITA
STU02276,CL0268,Angelina,Ferrabosco,F,ITA
STU02277,CL0268,Mercedes,Vivaldi,F,ITA
STU02278,CL0268,Gianluca,Brugnaro,M,ITA
STU02279,CL0268,Fabia,Mazzi,F,ITA
STU02280,CL0268,Lodovico,Russo,M,ITA
STU02281,CL0268,Romana,Terragni,F,ITA
STU02282,CL0268,Ninetta,Tacchini,F,ITA
STU02283,CL0268,Vittoria,Pacetti,F,ITA
STU02284,CL0268,Cesare,Raurica,M,ITA
STU02285,CL0269,Nanni,Jovinelli,M,ITA
STU02286,CL0269,Romana,Guariento,F,ITA
STU02287,CL0269,Oreste,Piazzi,M,ITA
STU02288,CL0269,Rita,Nosiglia,F,ITA
STU02289,CL0269,Sonia,Offredi,F,ITA
STU02290,CL0269,Cirillo,Soderini,M,ITA
STU02291,CL0269,Francesco,Marcacci,M,ITA
STU02292,CL0269,Elmo,Tagliafierro,M,ITA
STU02293,CL0270,Paride,Borzomì,M,ITA
STU02294,CL0270,Rosalia,Migliaccio,F,ITA
STU02295,CL0270,Luciana,Iacobucci,F,ITA
STU02296,CL0270,Giovanni,Turci,M,ITA
STU02297,CL0270,Giosuè,Barcella,M,ITA
STU02298,CL0270,Berenice,Camuccini,F,ITA
STU02299,CL0270,Laureano,Odescalchi,M,ITA
STU02300,CL0271,Bianca,Vergerio,F,ITA
STU02301,CL0271,Daniele,Castelli,M,ITA
STU02302,CL0271,Riccardo,Visintini,M,ITA
STU02303,CL0271,Arsenio,Norbiato,M,ITA
STU02304,CL0271,Vittoria,Raimondi,F,ITA
STU02305,CL0271,Roberta,Tuzzolino,F,ITA
STU02306,CL0271,Roman,Balla,M,ITA
STU02307,CL0272,Nadia,Poerio,F,ITA
STU02308,CL0272,Angelina,Ruggieri,F,ITA
STU02309,CL0272,Stefania,Cuomo,F,ITA
STU02310,CL0272,Giuseppe,Peruzzi,M,ITA
STU02311,CL0272,Gustavo,Pascarella,M,ITA
STU02312,CL0272,Sandra,Sabatini,F,ITA
STU02313,CL0272,Eugenia,Morosini,F,ITA
STU02314,CL0273,Leopoldo,Florio,M,ITA
STU02315,CL0273,Lando,Pepe,M,ITA
STU02316,CL0273,Mauro,Venturi,M,ITA
STU02317,CL0273,Gionata,Notarbartolo,M,ITA
STU02318,CL0273,Camillo,Cheda,M,ITA
STU02319,CL0273,Virgilio,Campano,M,ITA
STU02320,CL0273,Coluccio,Donini,M,ITA
STU02321,CL0274,Maurizio,Mascheroni,M,NON_ITA
STU02322,CL0274,Ernesto,Marino,M,ITA
STU02323,CL0274,Giacomo,Ritacca,M,ITA
STU02324,CL0274,Orlando,Toscanini,M,ITA
STU02325,CL0274,Piersanti,Vivaldi,M,ITA
STU02326,CL0274,Ermes,Chinnici,M,ITA
STU02327,CL0274,Giorgio,Botta,M,ITA
STU02328,CL0274,Severino,Pavarotti,M,ITA
STU02329,CL0274,Livio,Farinelli,M,ITA
STU02330,CL0275,Gianluca,Cibin,M,ITA
STU02331,CL0275,Liberto,Gaiatto,M,ITA
STU02332,CL0275,Elladio,Cendron,M,ITA
STU02333,CL0275,Pier,Ostinelli,M,ITA
STU02334,CL0275,Azeglio,Ricci,M,ITA
STU02335,CL0275,Cirillo,Palmisano,M,ITA
STU02336,CL0275,Enzio,Vitturi,M,ITA
STU02337,CL0275,Bartolomeo,Bonaventura,M,ITA
STU02338,CL0275,Massimo,Tarchetti,M,ITA
STU02339,CL0276,Dionigi,Conte,M,ITA
STU02340,CL0276,Sergius,Sonnino,M,ITA
STU02341,CL0276,Paola,Cuzzocrea,F,ITA
STU02342,CL0276,Gionata,Pagnotto,M,ITA
STU02343,CL0276,Adele,Taccola,F,ITA
STU02344,CL0276,Cecilia,Dossi,F,ITA
STU02345,CL0276,Ricciotti,Antonetti,M,ITA
STU02346,CL0276,Simonetta,Pagnotto,F,ITA
STU02347,CL0276,Giuliano,Polesel,M,NON_ITA
STU02348,CL0277,Ippazio,Gabrieli,M,ITA
STU02349,CL0277,Ansaldo,Foa,M,ITA
STU02350,CL0277,Federigo,Cantimori,M,ITA
STU02351,CL0277,Lucrezia,Rizzoli,F,ITA
STU02352,CL0277,Sergius,Meucci,M,ITA
STU02353,CL0277,Arnulfo,Cammarata,M,ITA
STU02354,CL0277,Raimondo,Cesarotti,M,ITA
STU02355,CL0277,Amleto,Caboto,M,ITA
STU02356,CL0277,Eliana,Malatesta,F,ITA
STU02357,CL0278,Pompeo,Cassarà,M,ITA
STU02358,CL0278,Gino,Boaga,M,ITA
STU02359,CL0278,Manuel,Conte,M,ITA
STU02360,CL0278,Gabriella,Giorgetti,F,NON_ITA
STU02361,CL0278,Gianmarco,Luzi,M,ITA
STU02362,CL0278,Gionata,Caironi,M,ITA
STU02363,CL0278,Ludovica,Matteotti,F,ITA
STU02364,CL0278,Marco,Capuana,M,ITA
STU02365,CL0279,Dante,Falier,M,NON_ITA
STU02366,CL0279,Alfio,Abbagnale,M,ITA
STU02367,CL0279,Orlando,Bocca,M,ITA
STU02368,CL0279,Annalisa,Borrani,F,ITA
STU02369,CL0279,Vittorio,Pontecorvo,M,ITA
STU02370,CL0279,Fredo,Villadicani,M,ITA
STU02371,CL0279,Gianpietro,Mazzocchi,M,ITA
STU02372,CL0280,Amleto,Berrè,M,ITA
STU02373,CL0280,Vito,Rinaldi,M,ITA
STU02374,CL0280,Salvatore,Alfieri,M,NON_ITA
STU02375,CL0280,Leonardo,Cimarosa,M,ITA
STU02376,CL0280,Ubaldo,Cugia,M,ITA
STU02377,CL0280,Coriolano,Caccioppoli,M,NON_ITA
STU02378,CL0280,Giorgio,Bulzoni,M,ITA
STU02379,CL0280,Umberto,Platini,M,ITA
STU02380,CL0280,Ubaldo,Munari,M,ITA
STU02381,CL0280,Pierluigi,Totino,M,ITA
STU02382,CL0281,Sante,Cherubini,M,ITA
STU02383,CL0281,Martino,Campano,M,ITA
STU02384,CL0281,Raffaele,Gotti,M,ITA
STU02385,CL0281,Giacomo,Catalano,M,ITA
STU02386,CL0281,Ernesto,Liguori,M,ITA
STU02387,CL0281,Piergiorgio,Cimini,M,ITA
STU02388,CL0281,Angelo,Fantozzi,M,ITA
STU02389,CL0282,Luca,Tuzzolino,M,ITA
STU02390,CL0282,Gianluca,Argentero,M,ITA
STU02391,CL0282,Paride,Niscoromni,M,ITA
STU02392,CL0282,Vincentio,Ceravolo,M,ITA
STU02393,CL0282,Girolamo,Caccianemico,M,ITA
STU02394,CL0282,Riccardo,Filangieri,M,ITA
STU02395,CL0282,Luciana,Mazzi,F,ITA
STU02396,CL0282,Francesco,Borroni,M,ITA
STU02397,CL0282,Fiamma,Pedrazzini,F,ITA
STU02398,CL0283,Piergiuseppe,Majorana,M,ITA
STU02399,CL0283,Hugo,Treves,M,ITA
STU02400,CL0283,Alfredo,Carullo,M,ITA
STU02401,CL0283,Elisa,Beccheria,F,ITA
STU02402,CL0283,Sabatino,Lombroso,M,ITA
STU02403,CL0283,Clelia,Foa,F,ITA
STU02404,CL0283,Severino,Proietti,M,ITA
STU02405,CL0283,Isa,Correr,F,ITA
STU02406,CL0284,Giovanni,Pepe,M,ITA
STU02407,CL0284,Lando,Cicilia,M,ITA
STU02408,CL0284,Roman,Gilardoni,M,ITA
STU02409,CL0284,Calogero,Giovine,M,NON_ITA
STU02410,CL0284,Giampaolo,Ferrante,M,ITA
STU02411,CL0284,Micheletto,Galiazzo,M,ITA
STU02412,CL0284,Pompeo,Luria,M,ITA
STU02413,CL0284,Arnaldo,Chechi,M,ITA
STU02414,CL0284,Azeglio,Barberini,M,ITA
STU02415,CL0284,Pierpaolo,Zanzi,M,NON_ITA
STU02416,CL0285,Giacobbe,Corcos,M,ITA
STU02417,CL0285,Alphons,Tron,M,ITA
STU02418,CL0285,Giampiero,Tomaselli,M,ITA
STU02419,CL0285,Ennio,Vigliotti,M,ITA
STU02420,CL0285,Stefano,Dovara,M,ITA
STU02421,CL0285,Ernesto,Marcacci,M,ITA
STU02422,CL0285,Gioachino,Dalla,M,ITA
STU02423,CL0286,Dante,Ludovisi,M,ITA
STU02424,CL0286,Roman,Agostinelli,M,ITA
STU02425,CL0286,Carmelo,Trentin,M,ITA
STU02426,CL0286,Rita,Piccio,F,ITA
STU02427,CL0286,Donato,Iannotti,M,ITA
STU02428,CL0286,Antonello,Cilibrasi,M,ITA
STU02429,CL0286,Dante,Pellico,M,ITA
STU02430,CL0286,Livio,Morellato,M,ITA
STU02431,CL0286,Gioffre,Tiepolo,M,ITA
STU02432,CL0287,Fiorino,Olivetti,M,ITA
STU02433,CL0287,Luca,Verga,M,ITA
STU02434,CL0287,Gianfrancesco,Sgarbi,M,ITA
STU02435,CL0287,Sophia,Tasso,F,ITA
STU02436,CL0287,Pina,Dibiasi,F,ITA
STU02437,CL0287,Carla,Ferragni,F,ITA
STU02438,CL0287,Sabatino,Antonucci,M,ITA
STU02439,CL0287,Piero,Tassoni,M,ITA
STU02440,CL0288,Mauro,Magrassi,M,ITA
STU02441,CL0288,Pomponio,Tornatore,M,ITA
STU02442,CL0288,Nico,Bacosi,M,ITA
STU02443,CL0288,Adele,Castioni,F,ITA
STU02444,CL0288,Sante,Amaldi,M,ITA
STU02445,CL0288,Guglielmo,Babati,M,ITA
STU02446,CL0288,Ezio,Brenna,M,ITA
STU02447,CL0288,Martino,Tarantini,M,ITA
STU02448,CL0289,Luigina,Pulci,F,ITA
STU02449,CL0289,Roberto,Abate,M,ITA
STU02450,CL0289,Amico,Cesaroni,M,ITA
STU02451,CL0289,Calogero,Mazzanti,M,ITA
STU02452,CL0289,Domenico,Busoni,M,ITA
STU02453,CL0289,Nico,Gritti,M,ITA
STU02454,CL0289,Jolanda,Mercalli,F,ITA
STU02455,CL0289,Piergiuseppe,Ferrucci,M,ITA
STU02456,CL0289,Arsenio,Polani,M,ITA
STU02457,CL0289,Stefani,Federico,F,ITA
STU02458,CL0290,Arnulfo,Moretti,M,ITA
STU02459,CL0290,Maria,Goldstein,F,ITA
STU02460,CL0290,Donato,Coppola,M,ITA
STU02461,CL0290,Carla,Badoer,F,ITA
STU02462,CL0290,Filippa,Grassi,F,ITA
STU02463,CL0290,Marco,Valier,M,ITA
STU02464,CL0290,Tonia,Riccardi,F,ITA
STU02465,CL0290,Sole,Sbarbaro,F,ITA
STU02466,CL0290,Raffaele,Tedesco,M,ITA
STU02467,CL0291,Berenice,Balotelli,F,ITA
STU02468,CL0291,Antonina,Vento,F,ITA
STU02469,CL0291,Annunziata,Marrone,F,ITA
STU02470,CL0291,Renzo,Villadicani,M,ITA
STU02471,CL0291,Hugo,Bonaventura,M,ITA
STU02472,CL0291,Enrico,Ludovisi,M,ITA
STU02473,CL0291,Donato,Zamengo,M,ITA
STU02474,CL0291,Marcella,Sanguineti,F,ITA
STU02475,CL0291,Vito,Boiardo,M,ITA
STU02476,CL0292,Annunziata,Piacentini,F,ITA
STU02477,CL0292,Ludovico,Canil,M,ITA
STU02478,CL0292,Loretta,Cardano,F,ITA
STU02479,CL0292,Rosa,Rastelli,F,NON_ITA
STU02480,CL0292,Fortunata,Bosio,F,ITA
STU02481,CL0292,Gioacchino,Gentilini,M,ITA
STU02482,CL0292,Guido,Vezzali,M,ITA
STU02483,CL0292,Romana,Cattaneo,F,ITA
STU02484,CL0292,Roberta,Mortati,F,NON_ITA
STU02485,CL0293,Piersanti,Cuomo,M,ITA
STU02486,CL0293,Alfredo,Argenti,M,ITA
STU02487,CL0293,Bianca,Schiavone,F,NON_ITA
STU02488,CL0293,Greca,Palmisano,F,ITA
STU02489,CL0293,Lazzaro,Guarato,M,ITA
STU02490,CL0293,Goffredo,Tognazzi,M,ITA
STU02491,CL0293,Priscilla,Rensi,F,ITA
STU02492,CL0293,Valeria,Mimun,F,ITA
STU02493,CL0293,Gianmarco,Tomaselli,M,ITA
STU02494,CL0293,Ludovica,Ruggieri,F,ITA
STU02495,CL0294,Annalisa,Barberini,F,ITA
STU02496,CL0294,Rosalia,Ossola,F,ITA
STU02497,CL0294,Iolanda,Folliero,F,ITA
STU02498,CL0294,Irma,Camicione,F,ITA
STU02499,CL0294,Angelo,Paltrinieri,M,NON_ITA
STU02500,CL0294,Piermaria,Piccinni,M,ITA
STU02501,CL0294,Luca,Pignatti,M,ITA
STU02502,CL0294,Donna,Mascagni,F,ITA
STU02503,CL0294,Arnulfo,Disdero,M,ITA
STU02504,CL0294,Marcella,Torlonia,F,ITA
STU02505,CL0295,Carmelo,Barbarigo,M,ITA
STU02506,CL0295,Temistocle,Zacchia,M,ITA
STU02507,CL0295,Gianluca,Quasimodo,M,ITA
STU02508,CL0295,Bernardo,Lupo,M,ITA
STU02509,CL0295,Lamberto,Pedroni,M,ITA
STU02510,CL0295,Gianluigi,Almagià,M,ITA
STU02511,CL0295,Nicola,Salandra,M,ITA
STU02512,CL0295,Donato,Donini,M,ITA
STU02513,CL0295,Fabio,Giradello,M,ITA
STU02514,CL0295,Greco,Vendetti,M,ITA
STU02515,CL0296,Sante,Morosini,M,ITA
STU02516,CL0296,Teresa,Ciani,F,NON_ITA
STU02517,CL0296,Nanni,Tartaglia,M,ITA
STU02518,CL0296,Ottone,Scarlatti,M,ITA
STU02519,CL0296,Fortunata,Curatoli,F,ITA
STU02520,CL0296,Enzo,Veneziano,M,ITA
STU02521,CL0296,Gino,Sbarbaro,M,ITA
STU02522,CL0296,Gian,Bazzi,M,ITA
STU02523,CL0296,Massimo,Pigafetta,M,ITA
STU02524,CL0297,Cesare,Cuzzocrea,M,ITA
STU02525,CL0297,Alderano,Agazzi,M,ITA
STU02526,CL0297,Luca,Giradello,M,ITA
STU02527,CL0297,Ennio,Guarana,M,NON_ITA
STU02528,CL0297,Gianmarco,Cusano,M,ITA
STU02529,CL0297,Erika,Ferrucci,F,ITA
STU02530,CL0297,Sandro,Segni,M,ITA
STU02531,CL0297,Benedetto,Leonardi,M,ITA
STU02532,CL0298,Giustino,Comencini,M,ITA
STU02533,CL0298,Gianna,Jacuzzi,F,NON_ITA
STU02534,CL0298,Tiziano,Roero,M,NON_ITA
STU02535,CL0298,Imelda,Bellucci,F,ITA
STU02536,CL0298,Puccio,Jilani,M,ITA
STU02537,CL0298,Bartolomeo,Fermi,M,NON_ITA
STU02538,CL0298,Gianpaolo,Marzorati,M,ITA
STU02539,CL0299,Damiano,Antonacci,M,ITA
STU02540,CL0299,Girolamo,Morabito,M,ITA
STU02541,CL0299,Donatello,Guariento,M,ITA
STU02542,CL0299,Adriano,Camicione,M,ITA
STU02543,CL0299,Massimo,Malenchini,M,ITA
STU02544,CL0299,Dino,Papetti,M,ITA
STU02545,CL0299,Rembrandt,Pacetti,M,ITA
STU02546,CL0300,Uberto,Belletini,M,ITA
STU02547,CL0300,Mariano,Toscanini,M,ITA
STU02548,CL0300,Giacomo,Bembo,M,ITA
STU02549,CL0300,Piero,Ioppi,M,ITA
STU02550,CL0300,Gianmarco,Ruberto,M,ITA
STU02551,CL0300,Tonino,Lussu,M,ITA
STU02552,CL0300,Gioacchino,Bellocchio,M,ITA
STU02553,CL0300,Filippo,Caironi,M,ITA
STU02554,CL0300,Maurizio,Abba,M,ITA
STU02555,CL0300,Gioffre,Scarponi,M,ITA
STU02556,CL0301,Raffaello,Necci,M,ITA
STU02557,CL0301,Camillo,Cusano,M,NON_ITA
STU02558,CL0301,Paride,Antelami,M,ITA
STU02559,CL0301,Bruno,Iannotti,M,ITA
STU02560,CL0301,Cirillo,Ceravolo,M,NON_ITA
STU02561,CL0301,Ennio,Bianchi,M,ITA
STU02562,CL0301,Mauro,Pacelli,M,ITA
STU02563,CL0302,Ottone,Errigo,M,ITA
STU02564,CL0302,Federico,Campise,M,ITA
STU02565,CL0302,Gabriele,Mastandrea,M,ITA
STU02566,CL0302,Atenulf,Iannotti,M,NON_ITA
STU02567,CL0302,Dante,Scarfoglio,M,NON_ITA
STU02568,CL0302,Paride,Vidoni,M,ITA
STU02569,CL0302,Michelangelo,Gramsci,M,ITA
STU02570,CL0302,Bartolomeo,Tarchetti,M,ITA
STU02571,CL0302,Cipriano,Roth,M,ITA
STU02572,CL0303,Hugo,Surian,M,ITA
STU02573,CL0303,Lazzaro,Leopardi,M,ITA
STU02574,CL0303,Gabriele,Trezzini,M,ITA
STU02575,CL0303,Uberto,Schicchi,M,ITA
STU02576,CL0303,Pier,Trevisan,M,ITA
STU02577,CL0303,Alberto,Canevascini,M,ITA
STU02578,CL0303,Enzio,Vigliotti,M,ITA
STU02579,CL0304,Toni,Castellitto,M,ITA
