id_classe,materia,id_docente,nome_docente
CL0148,Italiano,DOC0061,Germana Giusti
CL0148,Matematica,DOC0024,Ludovica Tremonti
CL0148,Inglese,DOC0070,Piergiorgio Scaramucci
CL0149,Italiano,DOC0054,Cipriano Segni
CL0149,Matematica,DOC0059,Atenulf Pozzecco
CL0149,Inglese,DOC0026,Rolando Bulzoni-Mazzanti
CL0150,Italiano,DOC0057,Elladio Cattaneo
CL0150,Matematica,DOC0033,Sandro Versace-Battaglia
CL0150,Inglese,DOC0050,Gianna Cimarosa
CL0151,Italiano,DOC0018,Sig. Domenico Iannotti
CL0151,Matematica,DOC0012,Barbara Granatelli
CL0151,Inglese,DOC0086,Gioele Lippomano-Brancaccio
CL0152,Italiano,DOC0061,Germana Giusti
CL0152,Matematica,DOC0048,Patrizio Platini
CL0152,Inglese,DOC0055,Imelda Scamarcio
CL0153,Italiano,DOC0069,Dino Caccianemico
CL0153,Matematica,DOC0041,Mariano Redi
CL0153,Inglese,DOC0090,Dott. Giulia Ferretti
CL0154,Italiano,DOC0066,Dott. Fiorino Cannizzaro
CL0154,Matematica,DOC0079,Lando Federici
CL0154,Inglese,DOC0071,Ramona Piazzi
CL0155,Italiano,DOC0063,Piergiorgio Curatoli-Battelli
CL0155,Matematica,DOC0064,Durante Fischetti-Trentini
CL0155,Inglese,DOC0034,Bianca Sauro
CL0156,Italiano,DOC0099,Ilaria Leone
CL0156,Matematica,DOC0048,Patrizio Platini
CL0156,Inglese,DOC0079,Lando Federici
CL0157,Italiano,DOC0088,Carla Gasperi
CL0157,Matematica,DOC0037,Ansaldo Calvo
CL0157,Inglese,DOC0084,Eraldo Leone
CL0158,Italiano,DOC0037,Ansaldo Calvo
CL0158,Matematica,DOC0065,Santino Migliaccio
CL0158,Inglese,DOC0092,Marco Tornatore
CL0159,Italiano,DOC0024,Ludovica Tremonti
CL0159,Matematica,DOC0086,Gioele Lippomano-Brancaccio
CL0159,Inglese,DOC0054,Cipriano Segni
CL0160,Italiano,DOC0094,Dott. Chiara Panzera
CL0160,Matematica,DOC0061,Germana Giusti
CL0160,Inglese,DOC0076,Sergius Micca
CL0161,Italiano,DOC0091,Costantino Valier
CL0161,Matematica,DOC0100,Loredana Bocelli
CL0161,Inglese,DOC0009,Dott. Giada Mazzocchi
CL0162,Italiano,DOC0065,Santino Migliaccio
CL0162,Matematica,DOC0098,Bianca Satta
CL0162,Inglese,DOC0067,Caterina Boccaccio
CL0163,Italiano,DOC0022,Clelia Notarbartolo
CL0163,Matematica,DOC0097,Angelina Bataglia
CL0163,Inglese,DOC0034,Bianca Sauro
CL0164,Italiano,DOC0025,Arnulfo Greggio
CL0164,Matematica,DOC0082,Dott. Leonardo Armellini
CL0164,Inglese,DOC0040,Donatella Pace
CL0165,Italiano,DOC0081,Toni Trincavelli
CL0165,Matematica,DOC0044,Bianca Pagliaro
CL0165,Inglese,DOC0039,Cecilia Correr
CL0166,Italiano,DOC0060,Elena Toselli-Ponti
CL0166,Matematica,DOC0067,Caterina Boccaccio
CL0166,Inglese,DOC0064,Durante Fischetti-Trentini
CL0167,Italiano,DOC0078,Griselda Mazzocchi
CL0167,Matematica,DOC0049,Luisa Solimena-Olivetti
CL0167,Inglese,DOC0047,Valerio Modugno
CL0168,Italiano,DOC0015,Amanda Cicala
CL0168,Matematica,DOC0044,Bianca Pagliaro
CL0168,Inglese,DOC0052,Sole Bragaglia
CL0169,Italiano,DOC0009,Dott. Giada Mazzocchi
CL0169,Matematica,DOC0053,Victoria Balbi
CL0169,Inglese,DOC0060,Elena Toselli-Ponti
CL0170,Italiano,DOC0036,Gaspare Vecellio
CL0170,Matematica,DOC0002,Diana Canali
CL0170,Inglese,DOC0032,Annamaria Trevisani
CL0171,Italiano,DOC0029,Tonia Nosiglia
CL0171,Matematica,DOC0074,Sig.ra Imelda Morricone
CL0171,Inglese,DOC0086,Gioele Lippomano-Brancaccio
CL0172,Italiano,DOC0092,Marco Tornatore
CL0172,Matematica,DOC0074,Sig.ra Imelda Morricone
CL0172,Inglese,DOC0094,Dott. Chiara Panzera
CL0173,Italiano,DOC0085,Federico Capuana
CL0173,Matematica,DOC0023,Luciano Alboni-Rismondo
CL0173,Inglese,DOC0044,Bianca Pagliaro
CL0174,Italiano,DOC0069,Dino Caccianemico
CL0174,Matematica,DOC0020,Sig.ra Paulina Argentero
CL0174,Inglese,DOC0082,Dott. Leonardo Armellini
CL0175,Italiano,DOC0059,Atenulf Pozzecco
CL0175,Matematica,DOC0014,Elena Gargallo-Borroni
CL0175,Inglese,DOC0023,Luciano Alboni-Rismondo
CL0176,Italiano,DOC0009,Dott. Giada Mazzocchi
CL0176,Matematica,DOC0014,Elena Gargallo-Borroni
CL0176,Inglese,DOC0017,Clelia Morandi
CL0177,Italiano,DOC0010,Fortunata Ortese
CL0177,Matematica,DOC0027,Gelsomina Antonioni
CL0177,Inglese,DOC0070,Piergiorgio Scaramucci
CL0178,Italiano,DOC0002,Diana Canali
CL0178,Matematica,DOC0063,Piergiorgio Curatoli-Battelli
CL0178,Inglese,DOC0070,Piergiorgio Scaramucci
CL0179,Italiano,DOC0072,Monica Ortolani
CL0179,Matematica,DOC0063,Piergiorgio Curatoli-Battelli
CL0179,Inglese,DOC0070,Piergiorgio Scaramucci
CL0180,Italiano,DOC0051,Amadeo Acerbi
CL0180,Matematica,DOC0054,Cipriano Segni
CL0180,Inglese,DOC0010,Fortunata Ortese
CL0181,Italiano,DOC0090,Dott. Giulia Ferretti
CL0181,Matematica,DOC0039,Cecilia Correr
CL0181,Inglese,DOC0045,Claudia Filangieri
CL0182,Italiano,DOC0096,Elladio Migliaccio
CL0182,Matematica,DOC0061,Germana Giusti
CL0182,Inglese,DOC0002,Diana Canali
CL0183,Italiano,DOC0076,Sergius Micca
CL0183,Matematica,DOC0003,Isabella Mezzetta
CL0183,Inglese,DOC0058,Bianca Pace
CL0184,Italiano,DOC0032,Annamaria Trevisani
CL0184,Matematica,DOC0063,Piergiorgio Curatoli-Battelli
CL0184,Inglese,DOC0067,Caterina Boccaccio
CL0185,Italiano,DOC0068,Ramona Giacconi
CL0185,Matematica,DOC0081,Toni Trincavelli
CL0185,Inglese,DOC0066,Dott. Fiorino Cannizzaro
CL0186,Italiano,DOC0035,Melina Monicelli
CL0186,Matematica,DOC0055,Imelda Scamarcio
CL0186,Inglese,DOC0073,Santino Campise
CL0187,Italiano,DOC0034,Bianca Sauro
CL0187,Matematica,DOC0036,Gaspare Vecellio
CL0187,Inglese,DOC0073,Santino Campise
CL0188,Italiano,DOC0004,Etta Cassarà
CL0188,Matematica,DOC0052,Sole Bragaglia
CL0188,Inglese,DOC0002,Diana Canali
CL0189,Italiano,DOC0088,Carla Gasperi
CL0189,Matematica,DOC0095,Ennio Leonetti
CL0189,Inglese,DOC0043,Raimondo Navone
CL0190,Italiano,DOC0005,Valerio Gaito
CL0190,Matematica,DOC0053,Victoria Balbi
CL0190,Inglese,DOC0017,Clelia Morandi
CL0191,Italiano,DOC0059,Atenulf Pozzecco
CL0191,Matematica,DOC0034,Bianca Sauro
CL0191,Inglese,DOC0044,Bianca Pagliaro
CL0192,Italiano,DOC0056,Ermenegildo Boccaccio
CL0192,Matematica,DOC0077,Hugo Barracco
CL0192,Inglese,DOC0072,Monica Ortolani
CL0193,Italiano,DOC0011,Bruno Cabrini
CL0193,Matematica,DOC0012,Barbara Granatelli
CL0193,Inglese,DOC0014,Elena Gargallo-Borroni
CL0194,Italiano,DOC0027,Gelsomina Antonioni
CL0194,Matematica,DOC0023,Luciano Alboni-Rismondo
CL0194,Inglese,DOC0006,Martino Gaggini
CL0195,Italiano,DOC0052,Sole Bragaglia
CL0195,Matematica,DOC0037,Ansaldo Calvo
CL0195,Inglese,DOC0007,Elena Alighieri
CL0196,Italiano,DOC0079,Lando Federici
CL0196,Matematica,DOC0091,Costantino Valier
CL0196,Inglese,DOC0025,Arnulfo Greggio
CL0197,Italiano,DOC0022,Clelia Notarbartolo
CL0197,Matematica,DOC0007,Elena Alighieri
CL0197,Inglese,DOC0018,Sig. Domenico Iannotti
CL0198,Italiano,DOC0087,Romina Bersani-Rocca
CL0198,Matematica,DOC0036,Gaspare Vecellio
CL0198,Inglese,DOC0100,Loredana Bocelli
CL0199,Italiano,DOC0063,Piergiorgio Curatoli-Battelli
CL0199,Matematica,DOC0033,Sandro Versace-Battaglia
CL0199,Inglese,DOC0062,Serena Gradenigo-Pareto
CL0200,Italiano,DOC0016,Fortunata Mengolo-Tresoldi
CL0200,Matematica,DOC0015,Amanda Cicala
CL0200,Inglese,DOC0024,Ludovica Tremonti
CL0201,Italiano,DOC0021,Annunziata Malenchini-Caruso
CL0201,Matematica,DOC0052,Sole Bragaglia
CL0201,Inglese,DOC0076,Sergius Micca
CL0202,Italiano,DOC0076,Sergius Micca
CL0202,Matematica,DOC0026,Rolando Bulzoni-Mazzanti
CL0202,Inglese,DOC0038,Annamaria Brichese-Marinetti
CL0203,Italiano,DOC0068,Ramona Giacconi
CL0203,Matematica,DOC0017,Clelia Morandi
CL0203,Inglese,DOC0093,Gianluigi Impastato
CL0204,Italiano,DOC0080,Giacomo Zito
CL0204,Matematica,DOC0048,Patrizio Platini
CL0204,Inglese,DOC0008,Dott. Gemma Borromini
CL0205,Italiano,DOC0014,Elena Gargallo-Borroni
CL0205,Matematica,DOC0035,Melina Monicelli
CL0205,Inglese,DOC0079,Lando Federici
CL0206,Italiano,DOC0085,Federico Capuana
CL0206,Matematica,DOC0040,Donatella Pace
CL0206,Inglese,DOC0005,Valerio Gaito
CL0207,Italiano,DOC0017,Clelia Morandi
CL0207,Matematica,DOC0002,Diana Canali
CL0207,Inglese,DOC0065,Santino Migliaccio
CL0208,Italiano,DOC0095,Ennio Leonetti
CL0208,Matematica,DOC0044,Bianca Pagliaro
CL0208,Inglese,DOC0083,Augusto Alfonsi-Saracino
CL0209,Italiano,DOC0076,Sergius Micca
CL0209,Matematica,DOC0056,Ermenegildo Boccaccio
CL0209,Inglese,DOC0040,Donatella Pace
CL0210,Italiano,DOC0042,Luciana Farinelli
CL0210,Matematica,DOC0024,Ludovica Tremonti
CL0210,Inglese,DOC0010,Fortunata Ortese
CL0211,Italiano,DOC0047,Valerio Modugno
CL0211,Matematica,DOC0008,Dott. Gemma Borromini
CL0211,Inglese,DOC0037,Ansaldo Calvo
CL0212,Italiano,DOC0080,Giacomo Zito
CL0212,Matematica,DOC0069,Dino Caccianemico
CL0212,Inglese,DOC0067,Caterina Boccaccio
CL0213,Italiano,DOC0068,Ramona Giacconi
CL0213,Matematica,DOC0018,Sig. Domenico Iannotti
CL0213,Inglese,DOC0076,Sergius Micca
CL0214,Italiano,DOC0044,Bianca Pagliaro
CL0214,Matematica,DOC0060,Elena Toselli-Ponti
CL0214,Inglese,DOC0072,Monica Ortolani
CL0215,Italiano,DOC0034,Bianca Sauro
CL0215,Matematica,DOC0042,Luciana Farinelli
CL0215,Inglese,DOC0095,Ennio Leonetti
CL0216,Italiano,DOC0010,Fortunata Ortese
CL0216,Matematica,DOC0004,Etta Cassarà
CL0216,Inglese,DOC0093,Gianluigi Impastato
CL0217,Italiano,DOC0012,Barbara Granatelli
CL0217,Matematica,DOC0018,Sig. Domenico Iannotti
CL0217,Inglese,DOC0033,Sandro Versace-Battaglia
CL0218,Italiano,DOC0075,Licia Gatto
CL0218,Matematica,DOC0066,Dott. Fiorino Cannizzaro
CL0218,Inglese,DOC0036,Gaspare Vecellio
CL0219,Italiano,DOC0002,Diana Canali
CL0219,Matematica,DOC0025,Arnulfo Greggio
CL0219,Inglese,DOC0026,Rolando Bulzoni-Mazzanti
CL0220,Italiano,DOC0063,Piergiorgio Curatoli-Battelli
CL0220,Matematica,DOC0079,Lando Federici
CL0220,Inglese,DOC0007,Elena Alighieri
CL0221,Italiano,DOC0023,Luciano Alboni-Rismondo
CL0221,Matematica,DOC0086,Gioele Lippomano-Brancaccio
CL0221,Inglese,DOC0085,Federico Capuana
CL0222,Italiano,DOC0036,Gaspare Vecellio
CL0222,Matematica,DOC0004,Etta Cassarà
CL0222,Inglese,DOC0029,Tonia Nosiglia
CL0223,Italiano,DOC0047,Valerio Modugno
CL0223,Matematica,DOC0028,Melina Prati
CL0223,Inglese,DOC0045,Claudia Filangieri
CL0224,Italiano,DOC0065,Santino Migliaccio
CL0224,Matematica,DOC0059,Atenulf Pozzecco
CL0224,Inglese,DOC0085,Federico Capuana
CL0225,Italiano,DOC0009,Dott. Giada Mazzocchi
CL0225,Matematica,DOC0087,Romina Bersani-Rocca
CL0225,Inglese,DOC0093,Gianluigi Impastato
CL0226,Italiano,DOC0074,Sig.ra Imelda Morricone
CL0226,Matematica,DOC0076,Sergius Micca
CL0226,Inglese,DOC0013,Elisa Lanfranchi
CL0227,Italiano,DOC0041,Mariano Redi
CL0227,Matematica,DOC0065,Santino Migliaccio
CL0227,Inglese,DOC0060,Elena Toselli-Ponti
CL0228,Italiano,DOC0030,Simonetta Troisi
CL0228,Matematica,DOC0053,Victoria Balbi
CL0228,Inglese,DOC0032,Annamaria Trevisani
CL0229,Italiano,DOC0098,Bianca Satta
CL0229,Matematica,DOC0009,Dott. Giada Mazzocchi
CL0229,Inglese,DOC0016,Fortunata Mengolo-Tresoldi
CL0230,Italiano,DOC0034,Bianca Sauro
CL0230,Matematica,DOC0069,Dino Caccianemico
CL0230,Inglese,DOC0043,Raimondo Navone
CL0231,Italiano,DOC0039,Cecilia Correr
CL0231,Matematica,DOC0057,Elladio Cattaneo
CL0231,Inglese,DOC0057,Elladio Cattaneo
CL0232,Italiano,DOC0096,Elladio Migliaccio
CL0232,Matematica,DOC0074,Sig.ra Imelda Morricone
CL0232,Inglese,DOC0053,Victoria Balbi
CL0233,Italiano,DOC0026,Rolando Bulzoni-Mazzanti
CL0233,Matematica,DOC0062,Serena Gradenigo-Pareto
CL0233,Inglese,DOC0074,Sig.ra Imelda Morricone
CL0234,Italiano,DOC0020,Sig.ra Paulina Argentero
CL0234,Matematica,DOC0089,Marcella Broschi
CL0234,Inglese,DOC0056,Ermenegildo Boccaccio
CL0235,Italiano,DOC0003,Isabella Mezzetta
CL0235,Matematica,DOC0078,Griselda Mazzocchi
CL0235,Inglese,DOC0025,Arnulfo Greggio
CL0236,Italiano,DOC0025,Arnulfo Greggio
CL0236,Matematica,DOC0057,Elladio Cattaneo
CL0236,Inglese,DOC0032,Annamaria Trevisani
CL0237,Italiano,DOC0051,Amadeo Acerbi
CL0237,Matematica,DOC0042,Luciana Farinelli
CL0237,Inglese,DOC0095,Ennio Leonetti
CL0238,Italiano,DOC0040,Donatella Pace
CL0238,Matematica,DOC0023,Luciano Alboni-Rismondo
CL0238,Inglese,DOC0061,Germana Giusti
CL0239,Italiano,DOC0054,Cipriano Segni
CL0239,Matematica,DOC0001,Ranieri Martucci-Pistoletto
CL0239,Inglese,DOC0091,Costantino Valier
CL0240,Italiano,DOC0037,Ansaldo Calvo
CL0240,Matematica,DOC0085,Federico Capuana
CL0240,Inglese,DOC0087,Romina Bersani-Rocca
CL0241,Italiano,DOC0058,Bianca Pace
CL0241,Matematica,DOC0008,Dott. Gemma Borromini
CL0241,Inglese,DOC0086,Gioele Lippomano-Brancaccio
CL0242,Italiano,DOC0074,Sig.ra Imelda Morricone
CL0242,Matematica,DOC0035,Melina Monicelli
CL0242,Inglese,DOC0051,Amadeo Acerbi
CL0243,Italiano,DOC0040,Donatella Pace
CL0243,Matematica,DOC0047,Valerio Modugno
CL0243,Inglese,DOC0041,Mariano Redi
CL0244,Italiano,DOC0004,Etta Cassarà
CL0244,Matematica,DOC0057,Elladio Cattaneo
CL0244,Inglese,DOC0063,Piergiorgio Curatoli-Battelli
CL0245,Italiano,DOC0039,Cecilia Correr
CL0245,Matematica,DOC0050,Gianna Cimarosa
CL0245,Inglese,DOC0032,Annamaria Trevisani
CL0246,Italiano,DOC0093,Gianluigi Impastato
CL0246,Matematica,DOC0062,Serena Gradenigo-Pareto
CL0246,Inglese,DOC0031,Adamo Baglioni
CL0247,Italiano,DOC0081,Toni Trincavelli
CL0247,Matematica,DOC0071,Ramona Piazzi
CL0247,Inglese,DOC0081,Toni Trincavelli
CL0248,Italiano,DOC0007,Elena Alighieri
CL0248,Matematica,DOC0095,Ennio Leonetti
CL0248,Inglese,DOC0032,Annamaria Trevisani
CL0249,Italiano,DOC0094,Dott. Chiara Panzera
CL0249,Matematica,DOC0023,Luciano Alboni-Rismondo
CL0249,Inglese,DOC0058,Bianca Pace
CL0250,Italiano,DOC0018,Sig. Domenico Iannotti
CL0250,Matematica,DOC0088,Carla Gasperi
CL0250,Inglese,DOC0011,Bruno Cabrini
CL0251,Italiano,DOC0074,Sig.ra Imelda Morricone
CL0251,Matematica,DOC0027,Gelsomina Antonioni
CL0251,Inglese,DOC0010,Fortunata Ortese
CL0252,Italiano,DOC0019,Marissa Modugno
CL0252,Matematica,DOC0076,Sergius Micca
CL0252,Inglese,DOC0090,Dott. Giulia Ferretti
CL0253,Italiano,DOC0045,Claudia Filangieri
CL0253,Matematica,DOC0087,Romina Bersani-Rocca
CL0253,Inglese,DOC0059,Atenulf Pozzecco
CL0254,Italiano,DOC0055,Imelda Scamarcio
CL0254,Matematica,DOC0064,Durante Fischetti-Trentini
CL0254,Inglese,DOC0089,Marcella Broschi
CL0255,Italiano,DOC0094,Dott. Chiara Panzera
CL0255,Matematica,DOC0037,Ansaldo Calvo
CL0255,Inglese,DOC0091,Costantino Valier
CL0256,Italiano,DOC0028,Melina Prati
CL0256,Matematica,DOC0024,Ludovica Tremonti
CL0256,Inglese,DOC0047,Valerio Modugno
CL0257,Italiano,DOC0077,Hugo Barracco
CL0257,Matematica,DOC0074,Sig.ra Imelda Morricone
CL0257,Inglese,DOC0005,Valerio Gaito
CL0258,Italiano,DOC0002,Diana Canali
CL0258,Matematica,DOC0018,Sig. Domenico Iannotti
CL0258,Inglese,DOC0052,Sole Bragaglia
CL0259,Italiano,DOC0028,Melina Prati
CL0259,Matematica,DOC0034,Bianca Sauro
CL0259,Inglese,DOC0080,Giacomo Zito
CL0260,Italiano,DOC0019,Marissa Modugno
CL0260,Matematica,DOC0057,Elladio Cattaneo
CL0260,Inglese,DOC0097,Angelina Bataglia
CL0261,Italiano,DOC0048,Patrizio Platini
CL0261,Matematica,DOC0053,Victoria Balbi
CL0261,Inglese,DOC0064,Durante Fischetti-Trentini
CL0262,Italiano,DOC0078,Griselda Mazzocchi
CL0262,Matematica,DOC0041,Mariano Redi
CL0262,Inglese,DOC0077,Hugo Barracco
CL0263,Italiano,DOC0080,Giacomo Zito
CL0263,Matematica,DOC0021,Annunziata Malenchini-Caruso
CL0263,Inglese,DOC0073,Santino Campise
CL0264,Italiano,DOC0024,Ludovica Tremonti
CL0264,Matematica,DOC0095,Ennio Leonetti
CL0264,Inglese,DOC0053,Victoria Balbi
CL0265,Italiano,DOC0022,Clelia Notarbartolo
CL0265,Matematica,DOC0092,Marco Tornatore
CL0265,Inglese,DOC0061,Germana Giusti
CL0266,Italiano,DOC0003,Isabella Mezzetta
CL0266,Matematica,DOC0046,Natalia Sgarbi
CL0266,Inglese,DOC0032,Annamaria Trevisani
CL0267,Italiano,DOC0042,Luciana Farinelli
CL0267,Matematica,DOC0004,Etta Cassarà
CL0267,Inglese,DOC0037,Ansaldo Calvo
CL0268,Italiano,DOC0046,Natalia Sgarbi
CL0268,Matematica,DOC0052,Sole Bragaglia
CL0268,Inglese,DOC0068,Ramona Giacconi
CL0269,Italiano,DOC0080,Giacomo Zito
CL0269,Matematica,DOC0054,Cipriano Segni
CL0269,Inglese,DOC0077,Hugo Barracco
CL0270,Italiano,DOC0005,Valerio Gaito
CL0270,Matematica,DOC0011,Bruno Cabrini
CL0270,Inglese,DOC0077,Hugo Barracco
CL0271,Italiano,DOC0028,Melina Prati
CL0271,Matematica,DOC0025,Arnulfo Greggio
CL0271,Inglese,DOC0012,Barbara Granatelli
CL0272,Italiano,DOC0018,Sig. Domenico Iannotti
CL0272,Matematica,DOC0039,Cecilia Correr
CL0272,Inglese,DOC0002,Diana Canali
CL0273,Italiano,DOC0008,Dott. Gemma Borromini
CL0273,Matematica,DOC0005,Valerio Gaito
CL0273,Inglese,DOC0092,Marco Tornatore
CL0274,Italiano,DOC0054,Cipriano Segni
CL0274,Matematica,DOC0032,Annamaria Trevisani
CL0274,Inglese,DOC0035,Melina Monicelli
CL0275,Italiano,DOC0059,Atenulf Pozzecco
CL0275,Matematica,DOC0040,Donatella Pace
CL0275,Inglese,DOC0081,Toni Trincavelli
CL0276,Italiano,DOC0085,Federico Capuana
CL0276,Matematica,DOC0087,Romina Bersani-Rocca
CL0276,Inglese,DOC0021,Annunziata Malenchini-Caruso
CL0277,Italiano,DOC0085,Federico Capuana
CL0277,Matematica,DOC0031,Adamo Baglioni
CL0277,Inglese,DOC0043,Raimondo Navone
CL0278,Italiano,DOC0083,Augusto Alfonsi-Saracino
CL0278,Matematica,DOC0076,Sergius Micca
CL0278,Inglese,DOC0063,Piergiorgio Curatoli-Battelli
CL0279,Italiano,DOC0013,Elisa Lanfranchi
CL0279,Matematica,DOC0092,Marco Tornatore
CL0279,Inglese,DOC0030,Simonetta Troisi
CL0280,Italiano,DOC0098,Bianca Satta
CL0280,Matematica,DOC0081,Toni Trincavelli
CL0280,Inglese,DOC0065,Santino Migliaccio
CL0281,Italiano,DOC0095,Ennio Leonetti
CL0281,Matematica,DOC0040,Donatella Pace
CL0281,Inglese,DOC0079,Lando Federici
CL0282,Italiano,DOC0027,Gelsomina Antonioni
CL0282,Matematica,DOC0053,Victoria Balbi
CL0282,Inglese,DOC0064,Durante Fischetti-Trentini
CL0283,Italiano,DOC0034,Bianca Sauro
CL0283,Matematica,DOC0079,Lando Federici
CL0283,Inglese,DOC0002,Diana Canali
CL0284,Italiano,DOC0018,Sig. Domenico Iannotti
CL0284,Matematica,DOC0012,Barbara Granatelli
CL0284,Inglese,DOC0058,Bianca Pace
CL0285,Italiano,DOC0036,Gaspare Vecellio
CL0285,Matematica,DOC0073,Santino Campise
CL0285,Inglese,DOC0090,Dott. Giulia Ferretti
CL0286,Italiano,DOC0016,Fortunata Mengolo-Tresoldi
CL0286,Matematica,DOC0099,Ilaria Leone
CL0286,Inglese,DOC0062,Serena Gradenigo-Pareto
CL0287,Italiano,DOC0015,Amanda Cicala
CL0287,Matematica,DOC0015,Amanda Cicala
CL0287,Inglese,DOC0027,Gelsomina Antonioni
CL0288,Italiano,DOC0037,Ansaldo Calvo
CL0288,Matematica,DOC0055,Imelda Scamarcio
CL0288,Inglese,DOC0039,Cecilia Correr
CL0289,Italiano,DOC0024,Ludovica Tremonti
CL0289,Matematica,DOC0011,Bruno Cabrini
CL0289,Inglese,DOC0037,Ansaldo Calvo
CL0290,Italiano,DOC0024,Ludovica Tremonti
CL0290,Matematica,DOC0045,Claudia Filangieri
CL0290,Inglese,DOC0078,Griselda Mazzocchi
CL0291,Italiano,DOC0022,Clelia Notarbartolo
CL0291,Matematica,DOC0088,Carla Gasperi
CL0291,Inglese,DOC0059,Atenulf Pozzecco
CL0292,Italiano,DOC0075,Licia Gatto
CL0292,Matematica,DOC0010,Fortunata Ortese
CL0292,Inglese,DOC0052,Sole Bragaglia
CL0293,Italiano,DOC0038,Annamaria Brichese-Marinetti
CL0293,Matematica,DOC0018,Sig. Domenico Iannotti
CL0293,Inglese,DOC0098,Bianca Satta
CL0294,Italiano,DOC0017,Clelia Morandi
CL0294,Matematica,DOC0078,Griselda Mazzocchi
CL0294,Inglese,DOC0019,Marissa Modugno
CL0295,Italiano,DOC0075,Licia Gatto
CL0295,Matematica,DOC0022,Clelia Notarbartolo
CL0295,Inglese,DOC0077,Hugo Barracco
CL0296,Italiano,DOC0042,Luciana Farinelli
CL0296,Matematica,DOC0077,Hugo Barracco
CL0296,Inglese,DOC0005,Valerio Gaito
CL0297,Italiano,DOC0094,Dott. Chiara Panzera
CL0297,Matematica,DOC0073,Santino Campise
CL0297,Inglese,DOC0039,Cecilia Correr
CL0298,Italiano,DOC0010,Fortunata Ortese
CL0298,Matematica,DOC0097,Angelina Bataglia
CL0298,Inglese,DOC0039,Cecilia Correr
CL0299,Italiano,DOC0062,Serena Gradenigo-Pareto
CL0299,Matematica,DOC0065,Santino Migliaccio
CL0299,Inglese,DOC0031,Adamo Baglioni
CL0300,Italiano,DOC0095,Ennio Leonetti
CL0300,Matematica,DOC0004,Etta Cassarà
CL0300,Inglese,DOC0063,Piergiorgio Curatoli-Battelli
CL0301,Italiano,DOC0018,Sig. Domenico Iannotti
CL0301,Matematica,DOC0011,Bruno Cabrini
CL0301,Inglese,DOC0022,Clelia Notarbartolo
CL0302,Italiano,DOC0064,Durante Fischetti-Trentini
CL0302,Matematica,DOC0080,Giacomo Zito
CL0302,Inglese,DOC0070,Piergiorgio Scaramucci
CL0303,Italiano,DOC0056,Ermenegildo Boccaccio
CL0303,Matematica,DOC0077,Hugo Barracco
CL0303,Inglese,DOC0010,Fortunata Ortese
CL0304,Italiano,DOC0094,Dott. Chiara Panzera
CL0304,Matematica,DOC0084,Eraldo Leone
CL0304,Inglese,DOC0036,Gaspare Vecellio
CL0305,Italiano,DOC0016,Fortunata Mengolo-Tresoldi
CL0305,Matematica,DOC0003,Isabella Mezzetta
CL0305,Inglese,DOC0002,Diana Canali
CL0306,Italiano,DOC0039,Cecilia Correr
CL0306,Matematica,DOC0082,Dott. Leonardo Armellini
CL0306,Inglese,DOC0076,Sergius Micca
CL0307,Italiano,DOC0052,Sole Bragaglia
CL0307,Matematica,DOC0016,Fortunata Mengolo-Tresoldi
CL0307,Inglese,DOC0015,Amanda Cicala
CL0308,Italiano,DOC0058,Bianca Pace
CL0308,Matematica,DOC0068,Ramona Giacconi
CL0308,Inglese,DOC0042,Luciana Farinelli
CL0309,Italiano,DOC0041,Mariano Redi
CL0309,Matematica,DOC0068,Ramona Giacconi
CL0309,Inglese,DOC0099,Ilaria Leone
CL0310,Italiano,DOC0068,Ramona Giacconi
CL0310,Matematica,DOC0087,Romina Bersani-Rocca
CL0310,Inglese,DOC0098,Bianca Satta
CL0311,Italiano,DOC0035,Melina Monicelli
CL0311,Matematica,DOC0015,Amanda Cicala
CL0311,Inglese,DOC0081,Toni Trincavelli
CL0312,Italiano,DOC0084,Eraldo Leone
CL0312,Matematica,DOC0076,Sergius Micca
CL0312,Inglese,DOC0031,Adamo Baglioni
CL0313,Italiano,DOC0056,Ermenegildo Boccaccio
CL0313,Matematica,DOC0087,Romina Bersani-Rocca
CL0313,Inglese,DOC0014,Elena Gargallo-Borroni
CL0314,Italiano,DOC0088,Carla Gasperi
CL0314,Matematica,DOC0039,Cecilia Correr
CL0314,Inglese,DOC0010,Fortunata Ortese
CL0315,Italiano,DOC0061,Germana Giusti
CL0315,Matematica,DOC0030,Simonetta Troisi
CL0315,Inglese,DOC0025,Arnulfo Greggio
CL0316,Italiano,DOC0027,Gelsomina Antonioni
CL0316,Matematica,DOC0033,Sandro Versace-Battaglia
CL0316,Inglese,DOC0021,Annunziata Malenchini-Caruso
CL0316,Fisica,DOC0025,Arnulfo Greggio
CL0316,Scienze,DOC0013,Elisa Lanfranchi
CL0316,Disegno Tecnico,DOC0034,Bianca Sauro
CL0317,Italiano,DOC0036,Gaspare Vecellio
CL0317,Matematica,DOC0099,Ilaria Leone
CL0317,Inglese,DOC0043,Raimondo Navone
CL0317,Fisica,DOC0022,Clelia Notarbartolo
CL0317,Scienze,DOC0095,Ennio Leonetti
CL0317,Disegno Tecnico,DOC0013,Elisa Lanfranchi
CL0318,Italiano,DOC0045,Claudia Filangieri
CL0318,Matematica,DOC0091,Costantino Valier
CL0318,Inglese,DOC0071,Ramona Piazzi
